iter,N,adam,rms,net
8,36,0.021582454442977905,0.014743066392838955,0.025179952383041382,0.03418068587779999
9,36,0.018395425751805305,0.021312180906534195,0.025175144895911217,0.04115985333919525
10,36,0.01807440258562565,0.009743492119014263,0.025173617526888847,0.027537226676940918
11,36,0.01600964181125164,0.040657468140125275,0.025167027488350868,0.047037273645401
12,36,0.015308584086596966,0.012124078348279,0.02518031932413578,0.010969565249979496
13,36,0.0154600590467453,0.01677417941391468,0.02516103722155094,0.037508826702833176
14,36,0.014708911068737507,0.004564785864204168,0.025180336087942123,0.015164204873144627
15,36,0.01412270963191986,0.0026829878333956003,0.025180311873555183,0.01968027837574482
16,36,0.014382324181497097,0.010446619242429733,0.025180311873555183,0.02842181921005249
17,36,0.013574175536632538,0.0027087274938821793,0.025180311873555183,0.019330881536006927
18,36,0.012888722121715546,0.0018611015984788537,0.025180311873555183,0.021781980991363525
19,36,0.012465479783713818,0.004779008682817221,0.025180311873555183,0.021696170791983604
20,36,0.012075716629624367,0.003350569400936365,0.025180311873555183,0.02761310152709484
21,36,0.011883898638188839,0.004023360088467598,0.025180311873555183,0.039357319474220276
22,36,0.01151597872376442,0.0031651065219193697,0.025180311873555183,0.02038048766553402
23,36,0.011292888782918453,0.004041719250380993,0.025180311873555183,0.03332195058465004
24,36,0.011062358506023884,0.0033520967699587345,0.025180311873555183,0.028782209381461143
25,36,0.01187281496822834,0.011427578516304493,0.025179190561175346,0.0400768481194973
26,36,0.011495937593281269,0.004705084953457117,0.025180311873555183,0.01478633750230074
27,36,0.010966296307742596,0.0021180983167141676,0.025180311873555183,0.01863160729408264
28,36,0.011710304766893387,0.008866364136338234,0.025180311873555183,0.03673515468835831
29,36,0.011784520000219345,0.006015441380441189,0.025180311873555183,0.029225757345557213
30,36,0.011635476723313332,0.006660480052232742,0.025180311873555183,0.017593931406736374
31,36,0.010927457362413406,0.002242756076157093,0.025180311873555183,0.017599981278181076
0,63,0.022249359637498856,0.08630429953336716,0.02508610300719738,0.0
1,63,0.024262383580207825,0.05880467966198921,0.025180310010910034,0.013843639753758907
2,63,0.030982637777924538,0.04452891647815704,0.025180310010910034,0.013843639753758907
3,63,0.035613447427749634,0.035904109477996826,0.025180310010910034,0.014243325218558311
4,63,0.038836825639009476,0.029305094853043556,0.025180310010910034,0.01464301347732544
5,63,0.04091481864452362,0.023868894204497337,0.025180310010910034,0.015842074528336525
6,63,0.04200109839439392,0.019408652558922768,0.025180310010910034,0.016441605985164642
7,63,0.042201120406389236,0.015835030004382133,0.025180310010910034,0.016867343336343765
8,63,0.016866112127900124,0.08509089797735214,0.02505907602608204,0.04954566806554794
9,63,0.015076631680130959,0.004367840476334095,0.025180311873555183,0.0006963761989027262
10,63,0.013508140109479427,0.004243214149028063,0.025180310010910034,0.0006963744526728988
11,63,0.012150564230978489,0.004069795832037926,0.025180310010910034,0.0006963744526728988
12,63,0.01099097914993763,0.003848449094220996,0.025180310010910034,0.0006963744526728988
13,63,0.010015781037509441,0.0035803101491183043,0.025180310010910034,0.0006963744526728988
14,63,0.009215562604367733,0.003266820451244712,0.025180310010910034,0.0006963744526728988
15,63,0.011630279943346977,0.015861280262470245,0.025180310010910034,0.0496668815612793
16,63,0.010493564419448376,0.004320975858718157,0.025180310010910034,0.0006963744526728988
17,63,0.009542866609990597,0.003984289709478617,0.025180310010910034,0.0006963744526728988
18,63,0.008832162246108055,0.00317589845508337,0.025180310010910034,0.0006963744526728988
19,63,0.013627700507640839,0.03266647830605507,0.025177663192152977,0.04966422915458679
20,63,0.012188306078314781,0.004988470580428839,0.025180310010910034,0.0006963744526728988
21,63,0.010946165770292282,0.004681914579123259,0.025180310010910034,0.0006963744526728988
22,63,0.009659525007009506,0.005656324792653322,0.025180310010910034,0.0029700601007789373
23,63,0.008774577639997005,0.0036578618455678225,0.025180310010910034,0.0006963744526728988
24,63,0.014042548835277557,0.03461882099509239,0.02517886832356453,0.04966543987393379
25,63,0.012310050427913666,0.005080048460513353,0.025180310010910034,0.0006963744526728988
26,63,0.010794614441692829,0.0047540320083498955,0.025180310010910034,0.0006963744526728988
27,63,0.009536988101899624,0.004366601351648569,0.025180310010910034,0.0006963744526728988
28,63,0.008517101407051086,0.003920451272279024,0.025180310010910034,0.0006963744526728988
29,63,0.012355112470686436,0.02611096203327179,0.025180310010910034,0.0496668815612793
30,63,0.010765079408884048,0.005410865880548954,0.025180310010910034,0.0006963744526728988
31,63,0.009431951679289341,0.004975640680640936,0.025180310010910034,0.0006963744526728988
0,58,0.022249780595302582,0.08631066977977753,0.025077927857637405,0.0
1,58,0.025445733219385147,0.06328485161066055,0.025180308148264885,0.025501852855086327
2,58,0.016884014010429382,0.05866236612200737,0.023808196187019348,0.025049004703760147
3,58,0.018709316849708557,0.012299548834562302,0.025180386379361153,0.025936072692275047
4,58,0.017851391807198524,0.0018731020390987396,0.025180308148264885,0.025078697130084038
5,58,0.016875680536031723,0.0007119629299268126,0.025180308148264885,0.006400316953659058
6,58,0.016035158187150955,0.0007236145902425051,0.025180308148264885,0.0068344613537192345
7,58,0.015159452334046364,0.0006908095092512667,0.025180308148264885,0.004880816675722599
8,58,0.014340678229928017,0.0007889269618317485,0.025180308148264885,0.004880816675722599
9,58,0.013665287755429745,0.0012070072116330266,0.025180308148264885,0.009656082838773727
10,58,0.013042432256042957,0.0009912839159369469,0.025180308148264885,0.032458677887916565
11,58,0.012255141511559486,0.0006199141498655081,0.025180308148264885,0.004663744941353798
12,58,0.011546479538083076,0.0004095068434253335,0.025180308148264885,0.0014076709048822522
13,58,0.01121385209262371,0.0021164563950151205,0.025180308148264885,0.008571034297347069
14,58,0.01098446361720562,0.0022986051626503468,0.025180308148264885,0.012478010728955269
15,58,0.010682742111384869,0.0025886071380227804,0.025180308148264885,0.030287956818938255
16,58,0.010104477405548096,0.0006499556475318968,0.025180308148264885,0.005749103147536516
17,58,0.00959570799022913,0.0008219441515393555,0.025180308148264885,0.0050978874787688255
18,58,0.00941487867385149,0.0022848499938845634,0.025180308148264885,0.01117558404803276
19,58,0.009264077991247177,0.002907238435000181,0.025180308148264885,0.03180745989084244
20,58,0.008978219702839851,0.0018781732069328427,0.025180308148264885,0.005097887013107538
21,58,0.008593153208494186,0.001174161327071488,0.025180308148264885,0.005532028153538704
22,58,0.008658431470394135,0.00336237414740026,0.025180308148264885,0.024627836421132088
23,58,0.008426512591540813,0.002023572102189064,0.025180308148264885,0.007485215086489916
24,58,0.008232411928474903,0.0023251730017364025,0.025180308148264885,0.02833477407693863
25,58,0.00793762132525444,0.001603352720849216,0.025180308148264885,0.005532033275812864
26,58,0.007905175909399986,0.0030206574592739344,0.025180308148264885,0.011609727516770363
27,58,0.007853828370571136,0.004284820053726435,0.025180308148264885,0.030722100287675858
28,58,0.007666949648410082,0.002257293090224266,0.025180308148264885,0.00553203234449029
29,58,0.007404808886349201,0.0016242536948993802,0.025180308148264885,0.012912052683532238
30,58,0.0074689327739179134,0.0036762102972716093,0.025180308148264885,0.010741442441940308
31,58,0.007490986026823521,0.004205538425594568,0.025180308148264885,0.03224160522222519
0,27,0.022250013425946236,0.08631424605846405,0.024961479008197784,0.0
1,27,0.024155044928193092,0.05038591846823692,0.025180308148264885,0.0146788340061903
2,27,0.027256138622760773,0.04302074760198593,0.025180308148264885,0.015611431561410427
3,27,0.032463960349559784,0.0361366793513298,0.025180308148264885,0.015611431561410427
4,27,0.03623376414179802,0.03025956265628338,0.025180308148264885,0.016544027253985405
5,27,0.0387653112411499,0.024967659264802933,0.025180308148264885,0.01701032929122448
6,27,0.040243908762931824,0.02017584815621376,0.025180308148264885,0.018409205600619316
7,27,0.0407390259206295,0.016021370887756348,0.025180308148264885,0.01747695356607437
8,27,0.040384769439697266,0.013125551864504814,0.025180308148264885,0.01840955764055252
9,27,0.0392804816365242,0.010622748173773289,0.025180308148264885,0.0198086928576231
10,27,0.021540645509958267,0.08625376969575882,0.02319432608783245,0.048155803233385086
11,27,0.02000756561756134,0.001413188991136849,0.025180434808135033,0.00022517525940202177
12,27,0.018571672961115837,0.0013870798284187913,0.025180308148264885,0.00022504657681565732
13,27,0.017232174053788185,0.0013410040410235524,0.025180308148264885,0.00022504657681565732
14,27,0.015988102182745934,0.0012746731517836452,0.025180308148264885,0.00022504657681565732
15,27,0.014838304370641708,0.001187870861031115,0.025180308148264885,0.00022504657681565732
16,27,0.013781461864709854,0.0010804684134200215,0.025180308148264885,0.00022504657681565732
17,27,0.01281608734279871,0.00095242919633165,0.025180308148264885,0.00022504657681565732
18,27,0.011940527707338333,0.0008038154919631779,0.025180308148264885,0.00022504657681565732
19,27,0.011170917190611362,0.000644053565338254,0.025180308148264885,0.006955904886126518
20,27,0.010452209040522575,0.0005371732404455543,0.025180308148264885,0.0053540910594165325
21,27,0.01067239511758089,0.003786784131079912,0.025179853662848473,0.05014132708311081
22,27,0.009883115999400616,0.0010117138735949993,0.025180308148264885,0.00022504657681565732
23,27,0.009186821058392525,0.0007848288514651358,0.025180308148264885,0.00022504657681565732
24,27,0.00858110561966896,0.0005391717422753572,0.025180308148264885,0.003022689837962389
25,27,0.010602779686450958,0.012953638099133968,0.025122925639152527,0.05008440464735031
26,27,0.009800868108868599,0.0011681432370096445,0.025180308148264885,0.00022504667867906392
27,27,0.00909563060849905,0.0009111635736189783,0.025180308148264885,0.00022504657681565732
28,27,0.008484535850584507,0.0006288366857916117,0.025180308148264885,0.00022504657681565732
29,27,0.009562299586832523,0.0085337795317173,0.02516428381204605,0.050125762820243835
30,27,0.008833616971969604,0.0011626086197793484,0.025180308148264885,0.00022504657681565732
31,27,0.00820426270365715,0.0008469953900203109,0.025180308148264885,0.00022504657681565732
0,91,0.022250115871429443,0.08631574362516403,0.024290842935442924,0.0
1,91,0.02089407853782177,0.0005789489368908107,0.025180328637361526,0.0494711697101593
2,91,0.01961289346218109,0.0005852653994224966,0.025180308148264885,0.04947115480899811
3,91,0.018403470516204834,0.0005876185605302453,0.025180308148264885,0.04947115480899811
4,91,0.017262879759073257,0.0005858148797415197,0.025180308148264885,0.04947115480899811
5,91,0.01618831977248192,0.0005797308403998613,0.025180308148264885,0.04947115480899811
6,91,0.01517715398222208,0.0005690981051884592,0.025180308148264885,0.04947115480899811
7,91,0.014226865023374557,0.0005537583492696285,0.025180308148264885,0.04947115480899811
8,91,0.013369189575314522,0.00038973239134065807,0.025180308148264885,0.043740302324295044
9,91,0.012587898410856724,0.00033241623896174133,0.025180308148264885,0.028962166979908943
10,91,0.011778389103710651,0.0005853536422364414,0.025180308148264885,0.04947115480899811
11,91,0.011022085323929787,0.0005526424502022564,0.025180308148264885,0.04947115480899811
12,91,0.010995942167937756,0.002792948856949806,0.025180308148264885,0.0008911548648029566
13,91,0.01025828905403614,0.0006909458315931261,0.025180308148264885,0.04947115480899811
14,91,0.009571582078933716,0.0006494842236861587,0.025180308148264885,0.04947115480899811
15,91,0.008990501053631306,0.00036952595110051334,0.025180308148264885,0.03212972357869148
16,91,0.008380248211324215,0.0006347688613459468,0.025180308148264885,0.04947115480899811
17,91,0.008234635926783085,0.001665232121013105,0.025180308148264885,0.0022131057921797037
18,91,0.007644029334187508,0.0007744584581814706,0.025180308148264885,0.04947115480899811
19,91,0.007102120202034712,0.0006976586300879717,0.025180308148264885,0.04947115480899811
20,91,0.007021425757557154,0.0017340002814307809,0.025180308148264885,0.0022130433935672045
21,91,0.006494647357612848,0.000830839155241847,0.025180308148264885,0.04947115480899811
22,91,0.006013639736920595,0.0007465981761924922,0.025180308148264885,0.04947115480899811
23,91,0.006343732122331858,0.003915795590728521,0.025180308148264885,0.0008911548648029566
24,91,0.005851471330970526,0.00089186494005844,0.025180308148264885,0.04947115480899811
25,91,0.005409548059105873,0.0008003429975360632,0.025180308148264885,0.04947115480899811
26,91,0.006187500432133675,0.0067902300506830215,0.025180308148264885,0.0008911548648029566
27,91,0.005701093934476376,0.0009792762575671077,0.025180308148264885,0.04947115480899811
28,91,0.005269327666610479,0.0008679318125359714,0.025180308148264885,0.04947115480899811
29,91,0.006151954643428326,0.007861203514039516,0.025180308148264885,0.0008911548648029566
30,91,0.005664717871695757,0.001089906902052462,0.025180308148264885,0.04947115480899811
31,91,0.005231733899563551,0.0009451564983464777,0.025180308148264885,0.04947115480899811
0,74,0.022249888628721237,0.08631227910518646,0.025100070983171463,0.0
1,74,0.026201730594038963,0.07115305960178375,0.025180311873555183,0.02547648176550865
2,74,0.026636997237801552,0.01971537247300148,0.025180311873555183,0.0038254999089986086
3,74,0.027775142341852188,0.017355848103761673,0.025180311873555183,0.0282598789781332
4,74,0.02809523604810238,0.014060684479773045,0.025180311873555183,0.006316353566944599
5,74,0.0239256601780653,0.018502475693821907,0.025180058553814888,0.015699438750743866
6,74,0.017822839319705963,0.03574952855706215,0.024991270154714584,0.024179857224225998
7,74,0.016293412074446678,0.0031270997133105993,0.025180313736200333,0.0031449536327272654
8,74,0.014916936866939068,0.0024936862755566835,0.025180311873555183,0.003144951071590185
9,74,0.013865925371646881,0.0019063872750848532,0.025180311873555183,0.010120578110218048
10,74,0.013619078323245049,0.005321322474628687,0.025180311873555183,0.02108149416744709
11,74,0.012825116515159607,0.0018467158079147339,0.025180311873555183,0.004647604189813137
12,74,0.01208125427365303,0.0023421107325702906,0.025180311873555183,0.004506048280745745
13,74,0.012019416317343712,0.005760060157626867,0.025180311873555183,0.020466702058911324
14,74,0.011117061600089073,0.001949646626599133,0.025180311873555183,0.007738432381302118
15,74,0.011468048207461834,0.006149517837911844,0.025180311873555183,0.03094831109046936
16,74,0.010697832331061363,0.0021137241274118423,0.025180311873555183,0.004135447554290295
17,74,0.01072030607610941,0.004427997395396233,0.025180311873555183,0.014544147066771984
18,74,0.010383260436356068,0.0027779494412243366,0.025180311873555183,0.011785829439759254
19,74,0.01009421143680811,0.0029393441509455442,0.025180311873555183,0.029418211430311203
20,74,0.009499980136752129,0.0022747477050870657,0.025180311873555183,0.006178839597851038
21,74,0.009214193560183048,0.00357370194979012,0.025180311873555183,0.00961016584187746
22,74,0.009824189357459545,0.006856945808976889,0.025180311873555183,0.017060069367289543
23,74,0.010450734756886959,0.008154148235917091,0.025180311873555183,0.02941822074353695
24,74,0.00962944608181715,0.0016651442274451256,0.025180311873555183,0.003796918084844947
25,74,0.009543037042021751,0.004513242747634649,0.025180311873555183,0.011141401715576649
26,74,0.009436868131160736,0.004098337609320879,0.025180311873555183,0.01688993163406849
27,74,0.00986153818666935,0.007479164283722639,0.025180311873555183,0.028397396206855774
28,74,0.009146050550043583,0.0024438323453068733,0.025180311873555183,0.0034566433168947697
29,74,0.009460283443331718,0.006389334797859192,0.025180311873555183,0.016755929216742516
30,74,0.009865769185125828,0.007220293860882521,0.025180311873555183,0.014337873086333275
31,74,0.01031541172415018,0.008546970784664154,0.025180311873555183,0.02584533765912056
0,76,0.022249840199947357,0.08631152659654617,0.025102190673351288,0.0
1,76,0.025193920359015465,0.04092399775981903,0.025180313736200333,0.010019313544034958
2,76,0.02607840485870838,0.035556185990571976,0.025180313736200333,0.0183023102581501
3,76,0.02720279060304165,0.027798786759376526,0.025180313736200333,0.019296269863843918
4,76,0.02022063173353672,0.08576299995183945,0.02451891265809536,0.044995587319135666
5,76,0.018426036462187767,0.011851577088236809,0.025180313736200333,8.030264871194959e-05
6,76,0.016874050721526146,0.0021942583844065666,0.025180313736200333,0.005215175915509462
7,76,0.015487081371247768,0.0019118295749649405,0.025180313736200333,0.00902535393834114
8,76,0.01424455177038908,0.0017024972476065159,0.025180313736200333,0.011178933084011078
9,76,0.01309153065085411,0.0024074087850749493,0.025180313736200333,0.01333251316100359
10,76,0.012608013115823269,0.00276133487932384,0.025180313736200333,0.020787207409739494
11,76,0.01179889403283596,0.0049393270164728165,0.025180313736200333,0.01134459301829338
12,76,0.012592623010277748,0.007097617723047733,0.025180313736200333,0.044153083115816116
13,76,0.011584116145968437,0.0018723709508776665,0.025180313736200333,0.011344593949615955
14,76,0.010678398422896862,0.0014486713334918022,0.025180313736200333,0.015486089512705803
15,76,0.010074133984744549,0.002359328791499138,0.025180313736200333,0.022609466686844826
16,76,0.009798744693398476,0.004236523527652025,0.025180313736200333,0.02211112156510353
17,76,0.009802740067243576,0.003584666410461068,0.025180313736200333,0.023934878408908844
18,76,0.009710283018648624,0.0034466839861124754,0.025180313736200333,0.023480966687202454
19,76,0.010398296639323235,0.008854527957737446,0.025180313736200333,0.02827911078929901
20,76,0.010013965889811516,0.00273241032846272,0.025180313736200333,0.02699754759669304
21,76,0.010040965862572193,0.004549437202513218,0.025180313736200333,0.016148870810866356
22,76,0.009991172701120377,0.003835835726931691,0.025180313736200333,0.024565747007727623
23,76,0.009907443076372147,0.004036336205899715,0.025180313736200333,0.03640207275748253
24,76,0.009709812700748444,0.0033938162960112095,0.025180313736200333,0.01913062110543251
25,76,0.009149988181889057,0.0018577143782749772,0.025180313736200333,0.02009001560509205
26,76,0.00890505500137806,0.003001253120601177,0.025180313736200333,0.032576654106378555
27,76,0.009590234607458115,0.007797155529260635,0.025180313736200333,0.025752538815140724
28,76,0.00948970578610897,0.004081939347088337,0.025180313736200333,0.016523325815796852
29,76,0.009170298464596272,0.0027865080628544092,0.025180313736200333,0.036711905151605606
30,76,0.008734678849577904,0.002434074878692627,0.025180313736200333,0.015154760330915451
31,76,0.008180864155292511,0.0022464438807219267,0.025180313736200333,0.01697717234492302
0,72,0.02224990725517273,0.08631257712841034,0.025097820907831192,0.0
1,72,0.022014351561665535,0.08631044626235962,0.024168523028492928,0.04926633834838867
2,72,0.020562533289194107,0.0010055318707600236,0.025180364027619362,8.484578575007617e-05
3,72,0.01919061876833439,0.0010206117294728756,0.025180311873555183,8.479240932501853e-05
4,72,0.017895571887493134,0.001030588522553444,0.025180311873555183,8.479240932501853e-05
5,72,0.016674499958753586,0.0010352302342653275,0.025180311873555183,8.479240932501853e-05
6,72,0.015524645335972309,0.0010342972818762064,0.025180311873555183,8.479240932501853e-05
7,72,0.014443391002714634,0.0010275454260408878,0.025180311873555183,8.479240932501853e-05
8,72,0.013428236357867718,0.001014727633446455,0.025180311873555183,8.479240932501853e-05
9,72,0.012761872261762619,0.00030117580899968743,0.025180311873555183,0.04695631563663483
10,72,0.011808348819613457,0.0011889587622135878,0.025180311873555183,8.479240932501853e-05
11,72,0.010916879400610924,0.0011638784781098366,0.025180311873555183,8.479240932501853e-05
12,72,0.010085859335958958,0.001129003707319498,0.025180311873555183,8.479240932501853e-05
13,72,0.010622957721352577,0.005311425309628248,0.025180311873555183,0.050278130918741226
14,72,0.009774865582585335,0.001333140884526074,0.025180311873555183,8.479240932501853e-05
15,72,0.008986037224531174,0.001292373170144856,0.025180311873555183,8.479240932501853e-05
16,72,0.008729870431125164,0.0011904508573934436,0.025180311873555183,0.050278130918741226
17,72,0.00797109305858612,0.001480215578339994,0.025180311873555183,8.479240932501853e-05
18,72,0.0072694215923547745,0.0014241153839975595,0.025180311873555183,8.479240932501853e-05
19,72,0.007473558187484741,0.003255004994571209,0.025180311873555183,0.050278130918741226
20,72,0.006772205233573914,0.0016241719713434577,0.025180311873555183,8.479240932501853e-05
21,72,0.006127111613750458,0.0015532136894762516,0.025180311873555183,8.479240932501853e-05
22,72,0.0072190891951322556,0.008198435418307781,0.025180311873555183,0.050278130918741226
23,72,0.006518355570733547,0.0017892151372507215,0.025180311873555183,8.479240932501853e-05
24,72,0.005875146947801113,0.0017081414116546512,0.025180311873555183,8.479240932501853e-05
25,72,0.007242988329380751,0.01022985391318798,0.025180311873555183,0.050278130918741226
26,72,0.0065259067341685295,0.0019750383216887712,0.025180311873555183,8.479240932501853e-05
27,72,0.005868289154022932,0.0018849087646231055,0.025180311873555183,8.479240932501853e-05
28,72,0.007160312496125698,0.010273299179971218,0.025180311873555183,0.050278130918741226
29,72,0.006432375404983759,0.0021765483543276787,0.025180311873555183,8.479240932501853e-05
30,72,0.005765755660831928,0.0020752782002091408,0.025180311873555183,8.479240932501853e-05
31,72,0.007118741050362587,0.011169652454555035,0.025180311873555183,0.050278130918741226
0,56,0.022249635308980942,0.08630843460559845,0.025074290111660957,0.0
1,56,0.027320610359311104,0.05513358488678932,0.025180308148264885,0.012690156698226929
2,56,0.025242049247026443,0.023076986894011497,0.025180308148264885,0.017936913296580315
3,56,0.024029787629842758,0.01999870501458645,0.025180308148264885,0.030774177983403206
4,56,0.023000746965408325,0.018070032820105553,0.025180308148264885,0.02044472098350525
5,56,0.023138731718063354,0.012745392508804798,0.025180308148264885,0.021368447691202164
6,56,0.023161983117461205,0.009633845649659634,0.025180308148264885,0.021428363397717476
7,56,0.01629512943327427,0.03157871216535568,0.025180308148264885,0.03745417669415474
8,56,0.015545310452580452,0.012509006075561047,0.025180308148264885,0.006625078152865171
9,56,0.014881722629070282,0.007619629614055157,0.025180308148264885,0.00860285572707653
10,56,0.01415608823299408,0.008286535739898682,0.025180308148264885,0.039748527109622955
11,56,0.017323600128293037,0.05489714816212654,0.025073634460568428,0.038072697818279266
12,56,0.014982059597969055,0.007864098995923996,0.025180313736200333,0.005725789815187454
13,56,0.013197533786296844,0.005040006246417761,0.025180308148264885,0.005725781433284283
14,56,0.011877806857228279,0.004322331864386797,0.025180308148264885,0.007974016480147839
15,56,0.01128468755632639,0.005484031047672033,0.025180308148264885,0.01691448502242565
16,56,0.010560865513980389,0.0016785574844107032,0.025180308148264885,0.010327734984457493
17,56,0.009992708452045918,0.0012506513157859445,0.025180308148264885,0.012747661210596561
18,56,0.009896361269056797,0.0027974997647106647,0.025180308148264885,0.024908194318413734
19,56,0.00957369152456522,0.0032244608737528324,0.025180308148264885,0.017139242962002754
20,56,0.009266379289329052,0.0019322826992720366,0.025180308148264885,0.024863585829734802
21,56,0.00867524929344654,0.00148674042429775,0.025180308148264885,0.010358968749642372
22,56,0.00846361368894577,0.0020645391196012497,0.025180308148264885,0.026676028966903687
23,56,0.008935744874179363,0.00692273024469614,0.025180308148264885,0.019782721996307373
24,56,0.009380892850458622,0.006007490213960409,0.025180308148264885,0.028457550331950188
25,56,0.00901347678154707,0.003047217847779393,0.025180308148264885,0.007959890179336071
26,56,0.00886427704244852,0.0027343127876520157,0.025180308148264885,0.020871475338935852
27,56,0.008863185532391071,0.004348434042185545,0.025180308148264885,0.018038764595985413
28,56,0.009778863750398159,0.009024729952216148,0.025180308148264885,0.036777935922145844
29,56,0.00911544356495142,0.003136437153443694,0.025180308148264885,0.006394681520760059
30,56,0.008715614676475525,0.002232321072369814,0.025180308148264885,0.012558945454657078
31,56,0.00881396047770977,0.004552667029201984,0.025180308148264885,0.03119233250617981
0,18,0.022250037640333176,0.08631458878517151,0.02485066093504429,0.0
1,18,0.02599097602069378,0.050227414816617966,0.025180311873555183,0.009297235868871212
2,18,0.029796617105603218,0.038941528648138046,0.025180311873555183,0.012709684669971466
3,18,0.03293554484844208,0.03185432404279709,0.025180311873555183,0.014772297814488411
4,18,0.03486337140202522,0.02668040245771408,0.025180311873555183,0.014164399355649948
5,18,0.03604874014854431,0.02335972525179386,0.025180311873555183,0.019028980284929276
6,18,0.037017468363046646,0.02044922672212124,0.025180311873555183,0.02112346701323986
7,18,0.03745277225971222,0.018700815737247467,0.025180311873555183,0.021687570959329605
8,18,0.037476010620594025,0.016976745799183846,0.025180311873555183,0.022387024015188217
9,18,0.037053320556879044,0.015395866706967354,0.025180311873555183,0.021689556539058685
10,18,0.036430176347494125,0.013837935402989388,0.025180311873555183,0.021689556539058685
11,18,0.03553168475627899,0.01232268288731575,0.025180311873555183,0.023087915033102036
12,18,0.034321561455726624,0.011315668933093548,0.025180311873555183,0.019712358713150024
13,18,0.033159270882606506,0.010472697205841541,0.025180311873555183,0.02289893478155136
14,18,0.03219370171427727,0.009709754027426243,0.025180311873555183,0.021655000746250153
15,18,0.031189600005745888,0.009107274934649467,0.025180311873555183,0.022210581228137016
16,18,0.02577841654419899,0.041782110929489136,0.02487383969128132,0.04172278195619583
17,18,0.02272363007068634,0.020931830629706383,0.02516498975455761,0.011258900165557861
18,18,0.02171436697244644,0.01038723811507225,0.025180311873555183,0.01406589150428772
19,18,0.02074771374464035,0.005989303346723318,0.025180311873555183,0.016899066045880318
20,18,0.018310951068997383,0.06009463965892792,0.02485933154821396,0.04646892845630646
21,18,0.013773683458566666,0.01829967088997364,0.02517981082201004,0.004982482176274061
22,18,0.012098324485123158,0.011551538482308388,0.025180310010910034,0.006381944753229618
23,18,0.01140659861266613,0.0060430895537137985,0.025180310010910034,0.00847786944359541
24,18,0.010605568066239357,0.0033468289766460657,0.025180310010910034,0.015453234314918518
