i,cost,numIterations,objectiveScaled,objectiveUnscaled,dualInfeasibilityScaled,dualInfeasibilityUnscaled,constraintViolationScaled,constraintViolationUnscaled,variableBoundViolationScaled,variableBoundViolationUnscaled,complementarityScaled,complementarityUnscaled,overallNLPErrorScaled,overallNLPErrorUnscaled,numObjectiveFunctionEvals,numObjectiveGradientEvals,numEqualityConstraintEvals,numInequalityConstraintEvals,numEqualityConstraintJacobianEvals,numInequalityConstraintJacobianEvals,numLagrangianHessianEvals,totalSeconds,convergedToOptimalFlag
8607,0.14412222802639008,128,0.08990477509800135,0.08990477509800135,0.0001285566410325513,0.0001285566410325513,0.015275779758946888,0.015275779758946888,9.988791627169036e-09,9.988791627169036e-09,3.2657855398369947e-09,3.2657855398369947e-09,0.015275779758946888,0.015275779758946888,173,90,173,0,143,0,129,2.363,0
8608,0.1296144723892212,18,0.07114082192418915,0.07114082192418915,9.099132311944946e-15,9.099132311944946e-15,8.12501108060637e-16,8.12501108060637e-16,0.0,0.0,5.630695173888886e-09,5.630695173888886e-09,5.630695173888886e-09,5.630695173888886e-09,19,19,19,0,19,0,18,0.404,1
8609,0.15169130265712738,129,0.26981245318499353,0.26981245318499353,0.000394828845778213,0.000394828845778213,0.01019082555729529,0.01019082555729529,3.525582181751474e-08,3.525582181751474e-08,5.9347790390624726e-09,5.9347790390624726e-09,0.01019082555729529,0.01019082555729529,175,81,175,0,142,0,130,2.506,0
8610,0.05171387270092964,37,0.23552388603383512,0.23552388603383512,0.0005254471298552567,0.0005254471298552567,0.15479675755377145,0.15479675755377145,3.2562774254785154e-08,3.2562774254785154e-08,5.341725349102133e-09,5.341725349102133e-09,0.15479675755377145,0.15479675755377145,54,18,54,0,43,0,38,0.313,0
8611,0.19098979234695435,14,0.10359680579163898,0.10359680579163898,2.5061739399079145e-14,2.5061739399079145e-14,3.3306690738754696e-16,3.3306690738754696e-16,0.0,0.0,4.633700296739171e-09,4.633700296739171e-09,4.633700296739171e-09,4.633700296739171e-09,15,15,15,0,15,0,14,0.067,1
8612,0.17692682147026062,77,0.13116034908217075,0.13116034908217075,0.0001707363679322376,0.0001707363679322376,0.011321228925663184,0.011321228925663184,1.6717872863836192e-08,1.6717872863836192e-08,2.6096994322492815e-09,2.6096994322492815e-09,0.011321228925663184,0.011321228925663184,116,49,116,0,89,0,78,1.167,0
8613,0.16245946288108826,142,0.08622481148908141,0.08622481148908141,0.00018597526988628488,0.00018597526988628488,0.008536801287411903,0.008536801287411903,9.985347437790892e-09,9.985347437790892e-09,7.658862070021122e-09,7.658862070021122e-09,0.008536801287411903,0.008536801287411903,214,92,214,0,157,0,143,2.035,0
8614,0.11865943670272827,15,0.4549956103261431,0.4549956103261431,2.5062125647757455e-14,2.5062125647757455e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,5.985249758896175e-09,5.985249758896175e-09,5.985249758896175e-09,5.985249758896175e-09,16,16,16,0,16,0,15,0.11,1
8615,0.08340545743703842,15,0.6528907489313536,0.6528907489313536,9.099520953243177e-15,9.099520953243177e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,6.33002288387849e-09,6.33002288387849e-09,6.33002288387849e-09,6.33002288387849e-09,16,16,16,0,16,0,15,0.198,1
8616,0.18008388578891754,60,0.0992608485863433,0.0992608485863433,0.0024491517270348595,0.0024491517270348595,0.26015345222824404,0.26015345222824404,9.998004535383131e-09,9.998004535383131e-09,2.2285876557476712e-09,2.2285876557476712e-09,0.26015345222824404,0.26015345222824404,70,19,70,0,65,0,61,0.094,0
8617,0.11084870249032974,20,0.09603399128100959,0.09603399128100959,2.5076344336548037e-14,2.5076344336548037e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,3.07024495286324e-09,3.07024495286324e-09,3.07024495286324e-09,3.07024495286324e-09,21,21,21,0,21,0,20,0.28,1
8618,0.13924160599708557,18,0.07492343794270592,0.07492343794270592,9.098013070401713e-15,9.098013070401713e-15,7.814929259275516e-16,7.814929259275516e-16,0.0,0.0,3.3969495367974685e-09,3.3969495367974685e-09,3.3969495367974685e-09,3.3969495367974685e-09,19,19,19,0,19,0,18,0.161,1
8619,0.12224159389734268,49,0.06657656887275744,0.06657656887275744,0.0016655880181701832,0.0016655880181701832,0.6062823589185916,0.6062823589185916,9.998338823535846e-09,9.998338823535846e-09,4.7106241834066594e-09,4.7106241834066594e-09,0.6062823589185916,0.6062823589185916,56,18,56,0,53,0,50,0.086,0
8620,0.10419812053442001,16,0.0592853461943114,0.0592853461943114,9.092530935855102e-15,9.092530935855102e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,9.51469640051531e-10,9.51469640051531e-10,9.51469640051531e-10,9.51469640051531e-10,17,17,17,0,17,0,16,0.123,1
8621,0.09009873121976852,21,0.04938605091416987,0.04938605091416987,2.507620330721668e-14,2.507620330721668e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,7.040273999264088e-09,7.040273999264088e-09,7.040273999264088e-09,7.040273999264088e-09,22,22,22,0,22,0,21,0.331,1
8622,0.11262153089046478,84,0.05913820859320491,0.05913820859320491,0.00033642880464412883,0.00033642880464412883,0.2728919446862943,0.2728919446862943,9.99639315768519e-09,9.99639315768519e-09,1.1831479682857919e-09,1.1831479682857919e-09,0.2728919446862943,0.2728919446862943,94,33,94,0,89,0,85,0.409,0
8623,0.11013749241828918,92,0.09505511517767679,0.09505511517767679,0.0002893360725848408,0.0002893360725848408,0.015279161695529552,0.015279161695529552,1.528508053461053e-08,1.528508053461053e-08,2.597081374520373e-09,2.597081374520373e-09,0.015279161695529552,0.015279161695529552,160,58,160,0,103,0,93,0.602,0
8624,0.11464428156614304,73,0.7678704308006155,0.7678704308006155,0.00077840089290556,0.00077840089290556,0.0684377552927919,0.0684377552927919,5.988629769859699e-08,5.988629769859699e-08,3.2388840402217114e-09,3.2388840402217114e-09,0.0684377552927919,0.0684377552927919,93,47,93,0,81,0,74,1.181,0
8625,0.13389985263347626,131,0.0727059264254346,0.0727059264254346,0.00013639337758813416,0.00013639337758813416,0.008764765923496386,0.008764765923496386,9.990236637946737e-09,9.990236637946737e-09,3.1314968802860804e-09,3.1314968802860804e-09,0.008764765923496386,0.008764765923496386,218,93,218,0,148,0,132,2.407,0
8626,0.18657436966896057,20,0.4939992419644751,0.4939992419644751,2.507542233953059e-14,2.507542233953059e-14,5.5120838449163045e-15,5.5120838449163045e-15,2.069384130720664e-08,2.069384130720664e-08,2.9538766874963762e-09,2.9538766874963762e-09,2.9538766874963762e-09,2.9538766874963762e-09,21,21,21,0,21,0,20,0.342,1
8627,0.1982245147228241,24,0.4747675432519407,0.4747675432519407,2.508787335638024e-14,2.508787335638024e-14,5.754077769815069e-15,5.754077769815069e-15,0.0,0.0,6.111786214729258e-09,6.111786214729258e-09,6.111786214729258e-09,6.111786214729258e-09,25,25,25,0,25,0,24,0.138,1
8628,0.1744474619626999,24,0.31685242517619305,0.31685242517619305,9.110767695830191e-15,9.110767695830191e-15,5.578870698741412e-15,5.578870698741412e-15,0.0,0.0,3.445565438825429e-09,3.445565438825429e-09,3.445565438825429e-09,3.445565438825429e-09,25,25,25,0,25,0,24,0.093,1
8629,0.16891157627105713,76,0.08937834321576185,0.08937834321576185,0.0009107820876610526,0.0009107820876610526,0.04022035650669083,0.04022035650669083,9.996660388367218e-09,9.996660388367218e-09,3.1282903909372643e-09,3.1282903909372643e-09,0.04022035650669083,0.04022035650669083,97,37,97,0,83,0,77,0.239,0
8630,0.11384759098291397,16,0.07193624687870463,0.07193624687870463,2.5060907757688344e-14,2.5060907757688344e-14,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,8.632805144363808e-09,8.632805144363808e-09,8.632805144363808e-09,8.632805144363808e-09,17,17,17,0,17,0,16,0.327,1
8631,0.14358218014240265,15,0.08249266470097699,0.08249266470097699,9.093816252931459e-15,9.093816252931459e-15,2.7755575615628914e-16,2.7755575615628914e-16,0.0,0.0,4.08498883126249e-09,4.08498883126249e-09,4.08498883126249e-09,4.08498883126249e-09,16,16,16,0,16,0,15,0.045,1
8632,0.0642826035618782,14,0.40525593252014835,0.40525593252014835,9.09745601968026e-15,9.09745601968026e-15,6.4340893723979775e-15,6.4340893723979775e-15,0.0,0.0,9.371585612431953e-10,9.371585612431953e-10,9.371585612431953e-10,9.371585612431953e-10,15,15,15,0,15,0,14,0.062,1
8633,0.06372250616550446,15,0.14051520008630353,0.14051520008630353,2.5062384801789006e-14,2.5062384801789006e-14,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,3.407733540004619e-09,3.407733540004619e-09,3.407733540004619e-09,3.407733540004619e-09,16,16,16,0,16,0,15,0.046,1
8634,0.18419858813285828,27,0.6397605325704304,0.6397605325704304,9.163163142244092e-15,9.163163142244092e-15,5.839946581875921e-15,5.839946581875921e-15,4.279807797047397e-08,4.279807797047397e-08,1.7610648183687135e-09,1.7610648183687135e-09,1.7610648183687135e-09,1.7610648183687135e-09,28,28,28,0,28,0,27,0.133,1
8635,0.10005602240562439,20,0.09842015455889086,0.09842015455889086,9.102745989417227e-15,9.102745989417227e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,3.941880767061005e-09,3.941880767061005e-09,3.941880767061005e-09,3.941880767061005e-09,21,21,21,0,21,0,20,0.078,1
8636,0.14829109609127045,63,0.08435996707324947,0.08435996707324947,0.0033927920105725207,0.0033927920105725207,0.46350422306014183,0.46350422306014183,9.99739580009873e-09,9.99739580009873e-09,9.763094364600744e-09,9.763094364600744e-09,0.46350422306014183,0.46350422306014183,75,33,75,0,69,0,64,0.082,0
8637,0.1402837634086609,17,0.4048668774253619,0.4048668774253619,9.117706589734098e-15,9.117706589734098e-15,4.8971243726825264e-15,4.8971243726825264e-15,2.184409231276163e-08,2.184409231276163e-08,4.126035595824475e-09,4.126035595824475e-09,4.126035595824475e-09,4.126035595824475e-09,18,18,18,0,18,0,17,0.051,1
8638,0.10174988955259323,14,0.060757943864707155,0.060757943864707155,2.506932433758507e-14,2.506932433758507e-14,3.885780586188048e-16,3.885780586188048e-16,0.0,0.0,3.2031447606863534e-09,3.2031447606863534e-09,3.2031447606863534e-09,3.2031447606863534e-09,15,15,15,0,15,0,14,0.035,1
8639,0.126510351896286,17,0.10179416200341557,0.10179416200341557,2.5062714604489495e-14,2.5062714604489495e-14,2.220446049250313e-15,2.220446049250313e-15,0.0,0.0,6.605435494272912e-09,6.605435494272912e-09,6.605435494272912e-09,6.605435494272912e-09,18,18,18,0,18,0,17,0.114,1
8640,0.013715616427361965,21,0.021724319889110617,0.021724319889110617,2.5063220402273015e-14,2.5063220402273015e-14,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,3.6728284425987613e-09,3.6728284425987613e-09,3.6728284425987613e-09,3.6728284425987613e-09,22,22,22,0,22,0,21,0.391,1
8641,0.1074378490447998,16,0.08432158978596709,0.08432158978596709,9.099019224774682e-15,9.099019224774682e-15,1.9984014443252818e-15,1.9984014443252818e-15,0.0,0.0,1.2466900892832542e-09,1.2466900892832542e-09,1.2466900892832542e-09,1.2466900892832542e-09,17,17,17,0,17,0,16,0.062,1
8642,0.11823709309101105,16,0.08321482612765435,0.08321482612765435,9.09467232861717e-15,9.09467232861717e-15,1.5681900222830336e-15,1.5681900222830336e-15,0.0,0.0,3.521305461946063e-09,3.521305461946063e-09,3.521305461946063e-09,3.521305461946063e-09,17,17,17,0,17,0,16,0.153,1
8643,0.09981997311115265,18,0.058069539115572166,0.058069539115572166,9.09231256430929e-15,9.09231256430929e-15,5.551115123125783e-16,5.551115123125783e-16,0.0,0.0,1.5859759452339465e-09,1.5859759452339465e-09,1.5859759452339465e-09,1.5859759452339465e-09,19,19,19,0,19,0,18,0.067,1
8644,0.14175428450107574,81,0.10270555737512724,0.10270555737512724,0.0005180580247316413,0.0005180580247316413,0.009147439317788816,0.009147439317788816,1.2124036441463204e-08,1.2124036441463204e-08,1.0325481814960628e-08,1.0325481814960628e-08,0.009147439317788816,0.009147439317788816,114,51,114,0,90,0,82,0.538,0
8645,0.19179411232471466,32,0.3255133206169003,0.3255133206169003,0.008154531305681785,0.008154531305681785,0.5174604042918147,0.5174604042918147,3.420323535507919e-08,3.420323535507919e-08,1.071955123598437e-08,1.071955123598437e-08,0.5174604042918147,0.5174604042918147,46,19,46,0,37,0,33,0.043,0
8646,0.09804321825504303,13,0.059025870093213646,0.059025870093213646,2.5060562594037085e-14,2.5060562594037085e-14,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,7.517859297866241e-09,7.517859297866241e-09,7.517859297866241e-09,7.517859297866241e-09,14,14,14,0,14,0,13,0.043,1
8647,0.1183822974562645,12,0.21479773718045247,0.21479773718045247,9.094878627358543e-15,9.094878627358543e-15,4.0956821267812415e-15,4.0956821267812415e-15,0.0,0.0,9.100381527371074e-10,9.100381527371074e-10,9.100381527371074e-10,9.100381527371074e-10,13,13,13,0,13,0,12,0.047,1
8648,0.16742950677871704,23,0.08990820785393899,0.08990820785393899,9.106572335024995e-15,9.106572335024995e-15,1.21018646492832e-15,1.21018646492832e-15,0.0,0.0,3.022915013971768e-09,3.022915013971768e-09,3.022915013971768e-09,3.022915013971768e-09,24,24,24,0,24,0,23,0.259,1
8649,0.13320598006248474,54,0.1240698731624872,0.1240698731624872,0.000852097743932041,0.000852097743932041,0.20045825916646662,0.20045825916646662,2.8985729816355388e-08,2.8985729816355388e-08,1.1368464787030773e-09,1.1368464787030773e-09,0.20045825916646662,0.20045825916646662,68,26,68,0,60,0,55,0.186,0
8650,0.0812952071428299,16,0.07733440786359604,0.07733440786359604,9.098877687451032e-15,9.098877687451032e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,1.5290834868704355e-09,1.5290834868704355e-09,1.5290834868704355e-09,1.5290834868704355e-09,17,17,17,0,17,0,16,0.106,1
8651,0.09981484711170197,18,0.3362374645089185,0.3362374645089185,2.506725542073391e-14,2.506725542073391e-14,4.440892098500626e-15,4.440892098500626e-15,0.0,0.0,7.056918450017397e-09,7.056918450017397e-09,7.056918450017397e-09,7.056918450017397e-09,19,19,19,0,19,0,18,0.095,1
8652,0.11652621626853943,30,0.0666030749802172,0.0666030749802172,2.5146551507759796e-14,2.5146551507759796e-14,7.728193085476676e-16,7.728193085476676e-16,0.0,0.0,3.2459576677752514e-09,3.2459576677752514e-09,3.2459576677752514e-09,3.2459576677752514e-09,34,31,34,0,31,0,30,0.379,1
8653,0.11740732192993164,8,0.16789800665598092,0.16789800665598092,2.5067172132745214e-14,2.5067172132745214e-14,3.0531133177191805e-15,3.0531133177191805e-15,0.0,0.0,3.160044486554032e-09,3.160044486554032e-09,3.160044486554032e-09,3.160044486554032e-09,9,9,9,0,9,0,8,0.03,1
8654,0.07798757404088974,13,0.13373794316488583,0.13373794316488583,2.5074429778630217e-14,2.5074429778630217e-14,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,2.9370730282940803e-09,2.9370730282940803e-09,2.9370730282940803e-09,2.9370730282940803e-09,14,14,14,0,14,0,13,0.032,1
8655,0.12099938839673996,21,0.2846884888396104,0.2846884888396104,9.098647278876344e-15,9.098647278876344e-15,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,2.885213890269452e-09,2.885213890269452e-09,2.885213890269452e-09,2.885213890269452e-09,22,22,22,0,22,0,21,0.271,1
8656,0.15609082579612732,14,0.24657129538602862,0.24657129538602862,2.507462832761983e-14,2.507462832761983e-14,4.283032262186737e-15,4.283032262186737e-15,0.0,0.0,5.532210815882079e-09,5.532210815882079e-09,5.532210815882079e-09,5.532210815882079e-09,15,15,15,0,15,0,14,0.115,1
8657,0.16064463555812836,14,0.12243534811107326,0.12243534811107326,2.5062139327670425e-14,2.5062139327670425e-14,2.7408630920433552e-15,2.7408630920433552e-15,0.0,0.0,8.37041341873543e-09,8.37041341873543e-09,8.37041341873543e-09,8.37041341873543e-09,15,15,15,0,15,0,14,0.054,1
8658,0.15899905562400818,14,0.30014002821391594,0.30014002821391594,9.094896324991146e-15,9.094896324991146e-15,3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,9.816700840839838e-10,9.816700840839838e-10,9.816700840839838e-10,9.816700840839838e-10,15,15,15,0,15,0,14,0.052,1
8659,0.024433694779872894,80,0.015605365815621218,0.015605365815621218,4.988816864890489e-05,4.988816864890489e-05,0.005047865223047679,0.005047865223047679,9.987910581932269e-09,9.987910581932269e-09,2.904939871979699e-09,2.904939871979699e-09,0.005047865223047679,0.005047865223047679,114,55,114,0,91,0,81,1.917,0
8660,0.11973044276237488,39,0.06502442315296748,0.06502442315296748,0.0015967957325167014,0.0015967957325167014,0.5780613599899391,0.5780613599899391,9.992892402443943e-09,9.992892402443943e-09,2.4904912053261212e-08,2.4904912053261212e-08,0.5780613599899391,0.5780613599899391,48,20,48,0,43,0,40,0.077,0
8661,0.1754157543182373,55,0.09962258928518317,0.09962258928518317,0.0039003234895343694,0.0039003234895343694,0.3633041553675455,0.3633041553675455,9.998639138864007e-09,9.998639138864007e-09,1.701623500992796e-09,1.701623500992796e-09,0.3633041553675455,0.3633041553675455,75,26,75,0,61,0,56,0.078,0
8662,0.11129830777645111,13,0.06721069774830314,0.06721069774830314,2.5064559442248615e-14,2.5064559442248615e-14,2.7755575615628914e-16,2.7755575615628914e-16,0.0,0.0,3.79408481023481e-09,3.79408481023481e-09,3.79408481023481e-09,3.79408481023481e-09,14,14,14,0,14,0,13,0.029,1
8663,0.1997242420911789,16,0.20695752571942808,0.20695752571942808,9.103168538916718e-15,9.103168538916718e-15,2.6645352591003757e-15,2.6645352591003757e-15,0.0,0.0,2.403205482164363e-09,2.403205482164363e-09,2.403205482164363e-09,2.403205482164363e-09,17,17,17,0,17,0,16,0.039,1
8664,0.15231981873512268,15,0.26169708560232374,0.26169708560232374,9.103872999840774e-15,9.103872999840774e-15,3.1086244689504383e-15,3.1086244689504383e-15,2.3777988467088562e-08,2.3777988467088562e-08,9.276115522348236e-10,9.276115522348236e-10,9.276115522348236e-10,9.276115522348236e-10,16,16,16,0,16,0,15,0.038,1
8665,0.05468533933162689,17,0.03562676672137741,0.03562676672137741,9.103828801926284e-15,9.103828801926284e-15,8.213915658750182e-16,8.213915658750182e-16,0.0,0.0,1.7157166331618212e-09,1.7157166331618212e-09,1.7157166331618212e-09,1.7157166331618212e-09,21,18,21,0,18,0,17,0.079,1
8666,0.05608402565121651,15,0.3111559451969021,0.3111559451969021,9.094106824109856e-15,9.094106824109856e-15,5.4279497563314294e-15,5.4279497563314294e-15,0.0,0.0,2.5444552710506215e-09,2.5444552710506215e-09,2.5444552710506215e-09,2.5444552710506215e-09,16,16,16,0,16,0,15,0.083,1
8667,0.02138255164027214,17,0.012654146049343968,0.012654146049343968,9.152401059253634e-15,9.152401059253634e-15,7.433290094560618e-16,7.433290094560618e-16,0.0,0.0,3.5045329593852456e-09,3.5045329593852456e-09,3.5045329593852456e-09,3.5045329593852456e-09,18,18,18,0,18,0,17,0.078,1
8668,0.13477827608585358,59,0.5582728992581971,0.5582728992581971,0.0013907987882487178,0.0013907987882487178,0.05850431550410407,0.05850431550410407,5.573188310847854e-08,5.573188310847854e-08,1.7656808769544414e-09,1.7656808769544414e-09,0.05850431550410407,0.05850431550410407,75,26,75,0,65,0,60,0.225,0
8669,0.11371196806430817,38,0.11281536492367289,0.11281536492367289,0.006534876862588135,0.006534876862588135,0.8543141322091208,0.8543141322091208,1.5778404804933643e-08,1.5778404804933643e-08,1.916366284011599e-08,1.916366284011599e-08,0.8543141322091208,0.8543141322091208,47,18,47,0,43,0,39,0.047,0
8670,0.14904943108558655,19,0.5106904857155175,0.5106904857155175,2.507161325490746e-14,2.507161325490746e-14,6.705573596388348e-15,6.705573596388348e-15,0.0,0.0,9.973095626186321e-09,9.973095626186321e-09,9.973095626186321e-09,9.973095626186321e-09,20,20,20,0,20,0,19,0.25,1
8671,0.19694969058036804,16,0.13040173748874673,0.13040173748874673,2.5066375381212265e-14,2.5066375381212265e-14,1.6202317265623378e-15,1.6202317265623378e-15,0.0,0.0,7.902776430461389e-09,7.902776430461389e-09,7.902776430461389e-09,7.902776430461389e-09,17,17,17,0,17,0,16,0.086,1
8672,0.1808369904756546,15,0.2575465001089621,0.2575465001089621,2.5070571421132743e-14,2.5070571421132743e-14,3.028827189055505e-15,3.028827189055505e-15,0.0,0.0,4.28598998909702e-09,4.28598998909702e-09,4.28598998909702e-09,4.28598998909702e-09,16,16,16,0,16,0,15,0.052,1
8673,0.006527699064463377,16,0.006699997853656573,0.006699997853656573,9.093097423880164e-15,9.093097423880164e-15,8.439429710627167e-16,8.439429710627167e-16,0.0,0.0,3.0167254336072965e-09,3.0167254336072965e-09,3.0167254336072965e-09,3.0167254336072965e-09,17,17,17,0,17,0,16,0.076,1
8674,0.1533798724412918,77,0.0801540066098412,0.0801540066098412,0.0004731163035861989,0.0004731163035861989,0.05433843997678156,0.05433843997678156,9.996859118288626e-09,9.996859118288626e-09,9.94705962938669e-10,9.94705962938669e-10,0.05433843997678156,0.05433843997678156,109,41,109,0,84,0,78,0.361,0
8675,0.19736957550048828,110,0.743939957493857,0.743939957493857,0.0007042911742495075,0.0007042911742495075,0.004662376884061901,0.004662376884061901,5.6947022208930775e-08,5.6947022208930775e-08,3.1759257577325655e-09,3.1759257577325655e-09,0.004662376884061901,0.004662376884061901,171,77,171,0,121,0,111,2.811,0
8676,0.04436158761382103,14,0.1779248645996033,0.1779248645996033,2.5062891083059593e-14,2.5062891083059593e-14,5.329070518200751e-15,5.329070518200751e-15,0.0,0.0,5.945479724159005e-09,5.945479724159005e-09,5.945479724159005e-09,5.945479724159005e-09,15,15,15,0,15,0,14,0.089,1
8677,0.13218645751476288,61,0.40820337220165714,0.40820337220165714,0.0019996990341334545,0.0019996990341334545,0.18049871459259706,0.18049871459259706,4.720549195980084e-08,4.720549195980084e-08,9.185156784375266e-10,9.185156784375266e-10,0.18049871459259706,0.18049871459259706,82,26,82,0,67,0,62,0.136,0
8678,0.18640267848968506,39,0.1228631708964855,0.1228631708964855,0.004142567130333102,0.004142567130333102,0.24842350242587596,0.24842350242587596,2.709278668078241e-08,2.709278668078241e-08,1.5580477941472728e-08,1.5580477941472728e-08,0.24842350242587596,0.24842350242587596,50,22,50,0,44,0,40,0.071,0
8679,0.11374221742153168,20,0.09169695632027396,0.09169695632027396,2.5069854156693576e-14,2.5069854156693576e-14,1.6028844918025698e-15,1.6028844918025698e-15,0.0,0.0,5.938230394854199e-09,5.938230394854199e-09,5.938230394854199e-09,5.938230394854199e-09,21,21,21,0,21,0,20,0.035,1
8680,0.08709271252155304,19,0.05271861780594163,0.05271861780594163,9.093214099359926e-15,9.093214099359926e-15,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,5.3867434670291505e-09,5.3867434670291505e-09,5.3867434670291505e-09,5.3867434670291505e-09,20,20,20,0,20,0,19,0.074,1
8681,0.10926325619220734,23,0.05967397584865771,0.05967397584865771,2.5063458581485774e-14,2.5063458581485774e-14,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,5.952416673489725e-09,5.952416673489725e-09,5.952416673489725e-09,5.952416673489725e-09,24,24,24,0,24,0,23,0.489,1
8682,0.10840535908937454,19,0.08515211247693011,0.08515211247693011,2.5067569387888754e-14,2.5067569387888754e-14,2.220446049250313e-15,2.220446049250313e-15,0.0,0.0,6.398797844281108e-09,6.398797844281108e-09,6.398797844281108e-09,6.398797844281108e-09,20,20,20,0,20,0,19,0.351,1
8683,0.1795835793018341,24,0.09350299147993507,0.09350299147993507,9.2148511043888e-15,9.2148511043888e-15,6.570265165262157e-16,6.570265165262157e-16,6.800754848157453e-09,6.800754848157453e-09,3.058477101269246e-09,3.058477101269246e-09,3.058477101269246e-09,3.058477101269246e-09,25,25,25,0,25,0,24,0.14,1
8684,0.05161440744996071,10,0.2089866588251724,0.2089866588251724,9.093448893749618e-15,9.093448893749618e-15,3.9065972678997696e-15,3.9065972678997696e-15,0.0,0.0,9.095832014826785e-10,9.095832014826785e-10,9.095832014826785e-10,9.095832014826785e-10,11,11,11,0,11,0,10,0.04,1
8685,0.17038078606128693,14,0.10264168925456776,0.10264168925456776,2.5063391499619637e-14,2.5063391499619637e-14,1.1102230246251565e-15,1.1102230246251565e-15,0.0,0.0,5.874952061113075e-09,5.874952061113075e-09,5.874952061113075e-09,5.874952061113075e-09,15,15,15,0,15,0,14,0.056,1
8686,0.13066977262496948,66,0.3501961415976256,0.3501961415976256,0.0016581516461445921,0.0016581516461445921,0.14791817403913515,0.14791817403913515,3.811687454557955e-08,3.811687454557955e-08,1.90223452119031e-08,1.90223452119031e-08,0.14791817403913515,0.14791817403913515,104,38,104,0,75,0,67,0.201,0
8687,0.17734964191913605,60,0.2697301895977693,0.2697301895977693,0.0005902282903951983,0.0005902282903951983,0.011078563508414114,0.011078563508414114,3.0024066788314485e-08,3.0024066788314485e-08,2.840938118765952e-09,2.840938118765952e-09,0.011078563508414114,0.011078563508414114,75,32,75,0,65,0,61,0.379,0
8688,0.16313306987285614,91,0.4074534573847247,0.4074534573847247,0.000795542533250667,0.000795542533250667,0.03670365041865436,0.03670365041865436,4.056441404998168e-08,4.056441404998168e-08,9.125648261487925e-10,9.125648261487925e-10,0.03670365041865436,0.03670365041865436,118,44,118,0,100,0,92,0.634,0
8689,0.13471007347106934,15,0.07761174893429909,0.07761174893429909,2.506566776128545e-14,2.506566776128545e-14,7.771561172376096e-16,7.771561172376096e-16,0.0,0.0,5.44162208468445e-09,5.44162208468445e-09,5.44162208468445e-09,5.44162208468445e-09,16,16,16,0,16,0,15,0.088,1
8690,0.18620151281356812,116,0.09637230021906734,0.09637230021906734,0.0002684659447794488,0.0002684659447794488,0.014552115464348156,0.014552115464348156,9.984193916068307e-09,9.984193916068307e-09,3.8537333355106986e-09,3.8537333355106986e-09,0.014552115464348156,0.014552115464348156,161,73,161,0,128,0,117,1.593,0
8691,0.15776750445365906,16,0.18085761446508747,0.18085761446508747,9.109689814971946e-15,9.109689814971946e-15,3.430632514178633e-15,3.430632514178633e-15,0.0,0.0,2.5668007601028954e-09,2.5668007601028954e-09,2.5668007601028954e-09,2.5668007601028954e-09,17,17,17,0,17,0,16,0.219,1
8692,0.10753787308931351,14,0.07233876059067715,0.07233876059067715,9.092234085548675e-15,9.092234085548675e-15,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,2.2625496410872138e-09,2.2625496410872138e-09,2.2625496410872138e-09,2.2625496410872138e-09,15,15,15,0,15,0,14,0.067,1
8693,0.06814595311880112,15,0.10551355321871046,0.10551355321871046,2.5102669695377866e-14,2.5102669695377866e-14,1.4918621893400541e-15,1.4918621893400541e-15,0.0,0.0,2.9716877173806034e-09,2.9716877173806034e-09,2.9716877173806034e-09,2.9716877173806034e-09,16,16,16,0,16,0,15,0.032,1
8694,0.06638153642416,20,0.04576149053894257,0.04576149053894257,2.5071201577663144e-14,2.5071201577663144e-14,1.5543122344752192e-15,1.5543122344752192e-15,0.0,0.0,3.808765800704567e-09,3.808765800704567e-09,3.808765800704567e-09,3.808765800704567e-09,21,21,21,0,21,0,20,0.187,1
8695,0.06334130465984344,72,0.4404853862233417,0.4404853862233417,0.0031042941944209126,0.0031042941944209126,0.09699235011997959,0.09699235011997959,4.655883500959135e-08,4.655883500959135e-08,9.994885143598804e-10,9.994885143598804e-10,0.09699235011997959,0.09699235011997959,136,56,136,0,80,0,73,0.107,0
8696,0.14919395744800568,72,0.0822453816441724,0.0822453816441724,0.00037801752569066593,0.00037801752569066593,0.03775104524051993,0.03775104524051993,9.997473626732756e-09,9.997473626732756e-09,9.118782590149779e-10,9.118782590149779e-10,0.03775104524051993,0.03775104524051993,98,39,98,0,80,0,73,0.335,0
