i,costIPOPT,minNetCost,minNetCostIndex,maxNetCost,maxNetCostIndex
228,0.1480411142110824,616.7568359375,98,22531.736328125,0
229,0.1485964059829712,0.1909290999174118,10,1873.623046875,0
230,0.0867938101291656,2565.720703125,97,11174.6318359375,0
231,0.1722986996173858,0.09970483928918839,98,4780.36669921875,0
232,0.1929984241724014,0.2872581481933594,98,11.749005317687988,0
233,0.0708766356110572,0.08714015036821365,51,1290.13671875,1
234,0.0568190775811672,1456.83251953125,96,23823.2265625,0
235,0.1241216883063316,0.37449854612350464,9,177.25230407714844,1
236,0.0941213592886924,0.13735133409500122,8,81.30550384521484,1
237,0.1352695375680923,502.31597900390625,98,1759.588134765625,0
238,0.0918620824813842,0.12650714814662933,10,736.5232543945312,0
239,0.1607665121555328,4339.08203125,99,14074.279296875,0
240,0.1202795282006263,1147.076904296875,96,12495.626953125,0
241,0.0770398005843162,0.3078444302082062,18,1951.3970947265625,0
242,0.1940281987190246,7278.62939453125,99,100071.3828125,0
243,0.1874195039272308,2703.595703125,97,17478.5546875,0
244,0.1962096095085144,0.22995030879974365,27,1179.1710205078125,0
245,0.1084703281521797,4256.921875,96,23356.57421875,0
246,0.1385550647974014,353.2244567871094,97,16455.970703125,0
247,0.1251719892024994,0.23573796451091766,9,42419.34765625,0
248,0.1135262548923492,216.9536590576172,94,5625.41455078125,0
249,0.1447808593511581,0.2099873423576355,1,601.2225952148438,2
250,0.1743644624948501,662.6892700195312,96,6284.7373046875,0
251,0.1283200532197952,378.0557861328125,91,1464.0372314453125,3
252,0.1364751011133194,0.20341159403324127,12,1588.904541015625,0
253,0.1472932547330856,0.3810257911682129,10,769.301025390625,1
254,0.1805634051561355,3011.227294921875,97,16671.310546875,0
255,0.1423324346542358,0.16322268545627594,39,3585.113525390625,1
256,0.1325749605894088,352.71905517578125,96,4343.9052734375,0
257,0.1018737405538559,2128.4287109375,94,5774.71875,0
258,0.0397598706185817,1744.2572021484375,96,8309.603515625,0
259,0.0869762003421783,691.0546264648438,99,49833.3984375,0
260,0.0894670411944389,0.15171122550964355,11,78.15310668945312,7
261,0.1353493928909301,0.17198646068572998,22,406.6812438964844,1
262,0.1766488403081894,1022.8652954101562,94,4145.2939453125,0
263,0.0876579955220222,0.09202955663204193,56,753.0198364257812,1
264,0.1919655501842498,0.5770025253295898,99,158.6472930908203,5
265,0.1203177720308303,0.1981509029865265,10,25811.42578125,0
266,0.1476251929998397,2490.284423828125,96,237076.71875,0
267,0.1187465041875839,0.18649543821811676,3,1425.87841796875,2
268,0.1507822275161743,15.312193870544434,96,137729.40625,0
269,0.1304162442684173,0.19347280263900757,31,86888.5546875,0
270,0.1870061755180359,0.20887640118598938,99,171.28292846679688,5
271,0.1554466485977172,7173.4755859375,98,98774.9921875,0
272,0.110738031566143,4793.3544921875,98,71895.0078125,0
273,0.1605381369590759,0.18288825452327728,99,861.7984619140625,1
274,0.0368163585662841,0.06118625029921532,99,550.281005859375,6
275,0.1720705330371856,4789.04052734375,99,11846.89453125,0
276,0.1745589971542358,0.33978089690208435,12,547.9995727539062,0
277,0.1204067468643188,0.10117560625076294,5,37000.98046875,0
278,0.1396566033363342,0.18365958333015442,11,40.65512466430664,3
279,0.1355067789554596,4647.205078125,98,25094.80859375,0
280,0.0305302124470472,0.036032889038324356,99,2335.92919921875,2
281,0.1918389946222305,0.26301392912864685,99,662.6951904296875,0
282,0.0696950703859329,0.0806608498096466,99,127.30223846435547,0
283,0.1650840193033218,0.2478523701429367,9,780.04150390625,0
284,0.0672599449753761,3092.62939453125,98,33762.1328125,0
285,0.1238687634468078,0.1454976499080658,30,3488.685302734375,1
286,0.034635204821825,0.14914682507514954,10,468.28662109375,2
287,0.1079315170645713,0.11240115761756897,99,13523.0380859375,0
288,0.1444745063781738,0.17525899410247803,8,1257.091796875,4
289,0.1716474443674087,0.1970965564250946,31,297.2705993652344,2
290,0.1090955883264541,0.1070958822965622,99,5339.33544921875,0
291,0.1433121412992477,1218.98486328125,99,16139.58984375,0
292,0.1522034704685211,0.2319767028093338,2,670.8245849609375,3
293,0.1536178737878799,0.2545414865016937,99,20.521198272705078,6
294,0.1494674086570739,906.9021606445312,97,5698.82373046875,0
295,0.1297715306282043,0.13870421051979065,99,1211.5037841796875,3
296,0.1801284104585647,4867.36083984375,99,16606.240234375,0
297,0.1944509744644165,0.20857319235801697,81,36.413917541503906,2
298,0.0585855245590209,0.09979012608528137,94,85714.65625,0
299,0.1146054342389106,0.11422735452651978,99,189141.25,0
300,0.1758590936660766,0.4092840254306793,99,1530.81689453125,0
301,0.1057467982172966,0.10866837948560715,26,2064.390869140625,1
302,0.1783646494150161,0.20374538004398346,1,1997.6146240234375,2
303,0.1312615722417831,0.10844359546899796,21,16658.408203125,0
304,0.1428664624691009,246.56155395507812,98,1664.2232666015625,0
305,0.1787177622318267,3835.21044921875,93,75311.5546875,0
306,0.1068745627999305,0.27062585949897766,13,16654.76171875,0
307,0.1370271891355514,0.14330539107322693,98,937.2728271484375,3
308,0.1510843485593795,0.23879936337471008,9,59.13924789428711,1
309,0.1558296680450439,773.2794189453125,98,57526.8515625,0
310,0.0939661934971809,6475.5732421875,99,107784.6640625,0
311,0.1032722517848014,0.10987575352191925,23,451.2869873046875,4
312,0.1272525489330291,1324.248046875,98,54928.1953125,0
313,0.1126087680459022,0.18463511765003204,10,310.72589111328125,0
314,0.1044876798987388,0.11082716286182404,16,357114.6875,0
315,0.0817047208547592,0.24894286692142487,8,14864.8896484375,0
316,0.1710978150367736,162.25848388671875,90,2398.01513671875,0
317,0.059642419219017,0.07973597943782806,99,454.69207763671875,1
318,0.0992095991969108,0.1161995679140091,99,2929.9765625,0
319,0.1365727037191391,0.1630999594926834,30,3486.74267578125,1
320,0.1107626780867576,0.11283265799283981,99,97012.03125,0
321,0.1168279871344566,0.11389191448688507,16,28.268539428710938,6
322,0.1296025365591049,0.27672111988067627,6,330.93511962890625,2
323,0.1407997608184814,4682.85595703125,97,12845.5849609375,0
324,0.179655522108078,125.07159423828125,95,1037.3172607421875,2
325,0.1255460381507873,944.0341796875,99,22466.71875,0
326,0.1662835031747818,1322.11669921875,98,8823.001953125,0
327,0.1582790911197662,0.23334240913391113,12,4985.50048828125,0
328,0.1570694893598556,0.23367884755134583,99,766.1300659179688,4
329,0.1530819535255432,230.9833221435547,96,22045.314453125,0
330,0.0941817462444305,1710.2191162109375,96,35668.62109375,0
331,0.0989498645067215,4425.44091796875,99,5860.19921875,1
332,0.1623898893594741,183.0876922607422,97,15895.14453125,0
333,0.0859814062714576,0.24723675847053528,18,30.648813247680664,13
334,0.1608741581439972,154.62356567382812,97,258261.78125,0
335,0.1770973801612854,0.20819662511348724,99,859.2965698242188,1
336,0.1604500263929367,2629.495849609375,94,4615.8583984375,0
337,0.1319625824689865,0.29239943623542786,15,96.07434844970703,5
338,0.1441154032945633,17.5800724029541,97,2328.923095703125,2
339,0.1424466967582702,0.18552760779857635,99,372.7961120605469,1
340,0.1126972064375877,0.15548652410507202,10,8.17947006225586,3
341,0.1793063879013061,0.23899656534194946,99,56.404563903808594,1
342,0.1378943622112274,1332.4068603515625,95,22505.23828125,0
343,0.1194046810269355,0.1792634278535843,10,8.031076431274414,7
344,0.1306779980659485,4318.72509765625,98,26470.197265625,0
345,0.171617105603218,0.19816720485687256,99,4492.3466796875,0
346,0.1780263185501098,1.2382457256317139,97,825.1122436523438,1
347,0.1995396763086319,0.3145897090435028,0,1191.5086669921875,1
348,0.1324093341827392,390.5795593261719,99,1655.268798828125,0
349,0.1616609692573547,5325.7001953125,99,36263.51171875,0
350,0.1079278737306594,0.11804533749818802,9,1158.9959716796875,3
351,0.0885715186595916,353.0111083984375,98,81647.4453125,0
352,0.1868375092744827,2206.2197265625,96,4736.42236328125,0
353,0.1378117650747299,0.17625287175178528,98,98.97161102294922,4
354,0.1110069081187248,0.10713787376880646,26,9071.4287109375,0
355,0.1771930605173111,0.21030642092227936,12,18.120342254638672,10
356,0.1782229244709015,281.7911071777344,99,5960.126953125,0
357,0.1707236170768737,0.2166891247034073,10,152.44512939453125,2
358,0.0417994707822799,0.08229818195104599,99,3411.01025390625,0
359,0.1770873516798019,3783.671875,99,13048.392578125,0
360,0.0593209490180015,5.932835102081299,99,65126.7734375,0
361,0.0096676815301179,0.041839439421892166,10,74.33110809326172,9
362,0.0395428799092769,1428.0762939453125,99,44234.015625,0
363,0.1324667930603027,433.2717590332031,98,22385.703125,0
364,0.1401869058609008,413.1132507324219,98,1830.5712890625,0
365,0.178548589348793,0.22557812929153442,38,2847.166015625,2
366,0.0381564609706401,2.3813767433166504,99,312.1604919433594,2
367,0.1583911776542663,3607.85595703125,97,11087.48046875,0
368,0.0888657569885253,0.1055964007973671,20,676.90673828125,5
369,0.1390542536973953,0.25655752420425415,99,180.9607391357422,1
370,0.1355742365121841,0.16093717515468597,20,2556.5185546875,1
371,0.144013911485672,0.1436055451631546,99,4020.548095703125,0
372,0.163365751504898,4242.00439453125,99,381379.3125,0
373,0.1700252443552017,2541.933349609375,98,17670.92578125,0
374,0.1509093344211578,0.19483552873134613,99,139.4949951171875,0
375,0.1004138067364692,0.41406533122062683,99,14.223540306091309,9
376,0.0548100173473358,0.032714713364839554,92,6.92817497253418,8
377,0.1509879231452942,0.14657005667686462,13,7015.05224609375,0
378,0.1772568523883819,0.22554443776607513,10,236.84982299804688,1
379,0.1889769285917282,0.23497164249420166,99,193.58642578125,2
380,0.0541608929634094,0.32195404171943665,99,1223.0621337890625,1
381,0.0862982198596,72.39530944824219,98,847.3900146484375,3
382,0.1628730744123459,0.5118454694747925,99,35.059844970703125,9
383,0.0518565364181995,39.24803924560547,99,1059.03857421875,1
384,0.1957480460405349,0.1820881962776184,97,15.576919555664062,7
385,0.0617242343723773,0.12781885266304016,9,208.1707305908203,0
386,0.1618223041296005,1561.4976806640625,97,8743.9599609375,0
387,0.0981127694249153,0.11917111277580261,12,39151.6328125,0
388,0.1556221395730972,2.393037796020508,93,4192.30810546875,1
389,0.1293622702360153,712.86279296875,96,2513.618408203125,0
390,0.1799680888652801,0.23511439561843872,1,143.21023559570312,2
391,0.1559231579303741,0.21791326999664307,99,253.23611450195312,1
392,0.1690156608819961,1065.992431640625,99,182476.140625,0
393,0.1459205895662307,0.2340075820684433,97,727.86572265625,0
394,0.1452759653329849,0.29169559478759766,5,26.346031188964844,4
395,0.1412169337272644,117.76010131835938,97,821.7042236328125,2
396,0.1577958017587661,753.6234130859375,96,100994.5546875,0
397,0.1250051707029342,0.13739626109600067,99,23432.37109375,0
398,0.1055128797888755,0.19269563257694244,12,84487.0234375,0
399,0.1973351836204528,6475.755859375,96,44725.32421875,0
