i,minNetCost,minNetCostIndex,firstIndexThatBeatIPOPT
73,1188.17431640625,86,-1
74,0.02343112602829933,93,11
75,0.02639838121831417,99,-1
76,0.16805770993232727,99,-1
77,0.1394517719745636,99,-1
78,3328.65576171875,85,-1
79,0.06987833231687546,99,74
80,0.09843472391366959,91,20
81,3961.065673828125,88,-1
82,178.59246826171875,94,-1
83,0.12261714041233063,99,62
84,0.05973023921251297,88,51
85,2791.306640625,98,-1
86,0.17422688007354736,96,-1
87,0.19052264094352722,99,59
88,0.01687474548816681,99,26
89,0.1950020045042038,99,-1
90,3454.489990234375,98,-1
91,15.141477584838867,88,-1
92,0.07912192493677139,86,0
93,0.027824826538562775,99,24
94,0.021483007818460464,74,-1
95,156.2994842529297,99,-1
96,2427.342041015625,80,-1
97,0.022111771628260612,65,40
98,0.10935275256633759,68,19
99,334.97454833984375,95,-1
100,0.0689266175031662,86,27
101,0.15497912466526031,97,-1
102,7518.78955078125,96,-1
103,0.15886522829532623,99,-1
104,1715.544189453125,92,-1
105,236.10372924804688,91,-1
106,0.10637999325990677,99,0
107,126.61820220947266,91,-1
108,95.14704895019531,98,-1
109,0.11275959759950638,99,40
110,0.18305031955242157,99,65
111,0.11394508183002472,99,23
112,0.1706109344959259,99,39
113,0.19531211256980896,99,-1
114,1493.14501953125,95,-1
115,0.17889751493930817,99,52
116,0.11823856830596924,99,74
117,0.11175338178873062,74,11
118,0.0664447695016861,99,-1
119,0.035544611513614655,60,10
120,0.1304025501012802,82,9
121,0.06710777431726456,99,0
122,3497.237060546875,83,-1
123,0.1810608059167862,99,73
124,0.10318909585475922,97,24
125,0.01971157267689705,77,44
126,0.1047566831111908,99,74
127,0.17047476768493652,51,0
128,186.18841552734375,82,-1
129,1644.7064208984375,94,-1
130,0.13853630423545837,99,62
131,0.07318035513162613,99,0
132,0.1798694133758545,99,-1
133,0.2038499414920807,99,-1
134,0.09160314500331879,99,69
135,1393.7508544921875,89,-1
136,2237.17138671875,99,-1
137,0.09162863343954086,99,24
138,1428.2039794921875,77,-1
139,124.22483825683594,96,-1
140,0.10738309472799301,99,70
141,4682.76611328125,80,-1
142,0.0038120471872389317,99,0
143,0.11385591328144073,0,-1
144,0.10025032609701157,99,0
145,0.11752167344093323,99,-1
146,0.12228450924158096,99,23
147,0.09636425226926804,99,21
148,0.09592010080814362,94,0
149,0.14364595711231232,99,35
150,0.13536301255226135,99,-1
151,1899.700927734375,89,-1
152,0.16715316474437714,70,60
153,0.03995555266737938,95,50
154,0.12639129161834717,99,-1
155,0.0911790132522583,99,82
156,1704.5018310546875,91,-1
157,0.057014625519514084,91,50
158,0.10180416703224182,99,33
159,0.11255763471126556,99,64
160,4365.2998046875,98,-1
161,0.06698006391525269,99,-1
162,0.1676909625530243,98,-1
163,644.80224609375,96,-1
164,720.0440063476562,90,-1
165,1065.49560546875,89,-1
166,0.026025304570794106,99,38
167,0.17939306795597076,99,64
168,2345.321044921875,88,-1
169,0.14749135076999664,96,-1
170,0.16609838604927063,99,56
171,3668.33642578125,83,-1
172,0.20579592883586884,99,-1
173,0.13150107860565186,99,-1
174,0.1074734479188919,87,56
175,0.07070549577474594,69,51
176,4366.7724609375,99,-1
177,0.12971581518650055,99,93
178,0.17016129195690155,96,70
179,0.1023697480559349,99,0
180,0.08998838812112808,66,-1
181,0.1738380342721939,99,59
182,0.11646049469709396,99,37
183,1773.3251953125,99,-1
184,0.09700843691825867,99,28
185,0.188394233584404,99,38
186,11.51451301574707,99,-1
187,0.14674848318099976,98,-1
188,0.08139778673648834,67,33
189,0.15898527204990387,99,-1
190,0.19326895475387573,99,-1
191,1510.499267578125,96,-1
192,748.3570556640625,98,-1
193,0.05227641016244888,73,52
194,14055.484375,80,-1
195,0.0949210524559021,75,19
196,0.1389213651418686,99,48
197,0.17937396466732025,99,49
198,0.10940489917993546,99,69
199,0.08575465530157089,64,0
200,479.0186462402344,96,-1
201,84.75005340576172,99,-1
202,0.11834124475717545,99,42
203,0.04618475213646889,99,-1
204,0.17434842884540558,99,59
205,0.05842439457774162,99,23
206,2659.093505859375,99,-1
207,0.06682315468788147,99,40
208,0.11480355262756348,99,18
209,0.14728718996047974,99,-1
210,0.08959490805864334,82,53
211,0.09650075435638428,99,-1
212,2.425485610961914,98,-1
213,0.14620254933834076,99,32
214,0.03535445034503937,97,40
215,1905.02978515625,90,-1
216,424.65570068359375,93,-1
217,0.13431835174560547,99,-1
218,0.20965440571308136,98,-1
219,0.19186845421791077,99,-1
220,210.1061248779297,94,-1
221,0.14941295981407166,99,37
222,0.12188781797885895,99,38
223,0.07899544388055801,93,23
224,0.05373693257570267,99,69
225,0.14296014606952667,99,-1
226,0.10242751240730286,99,95
227,0.1864967942237854,99,49
228,616.7520751953125,95,-1
229,0.13712625205516815,99,49
230,2565.717041015625,99,-1
231,0.08560889959335327,99,0
232,0.17580603063106537,99,28
233,0.07162559032440186,99,-1
234,1456.82861328125,98,-1
235,0.10850614309310913,98,30
236,0.08917953073978424,99,55
237,502.3086853027344,88,-1
238,0.07988330721855164,99,47
239,4339.0732421875,92,-1
240,1147.067626953125,85,-1
241,0.029842600226402283,98,0
242,7278.60498046875,87,-1
243,2703.583984375,93,-1
244,0.1969151794910431,99,-1
245,4256.90869140625,98,-1
246,353.2247619628906,96,-1
247,0.10562265664339066,99,36
248,216.9464111328125,98,-1
249,0.14402469992637634,99,73
250,662.6861572265625,95,-1
251,378.0291442871094,86,-1
252,0.11717886477708817,99,43
253,0.14216414093971252,83,44
254,3011.21533203125,97,-1
255,0.14355257153511047,98,-1
256,352.7164306640625,98,-1
257,2128.42578125,97,-1
258,1744.25634765625,91,-1
259,691.0479736328125,99,-1
260,0.07589446753263474,99,20
261,0.14639347791671753,99,-1
262,1022.860107421875,95,-1
263,0.08776379376649857,55,-1
264,0.18500450253486633,90,59
265,0.10597572475671768,99,32
266,2490.248291015625,93,-1
267,0.1218251883983612,99,-1
268,15.305088996887207,99,-1
269,0.137162983417511,99,-1
270,0.18684017658233643,99,90
271,7173.4609375,95,-1
272,4793.32470703125,91,-1
273,0.1663123220205307,98,-1
274,0.037113264203071594,99,-1
275,4789.01318359375,99,-1
276,0.16773949563503265,99,58
277,0.09549150615930557,62,0
278,0.13457097113132477,95,44
279,4647.1904296875,83,-1
280,0.029297132045030594,85,56
281,0.20044822990894318,99,-1
282,0.06758032739162445,99,45
283,0.16608843207359314,99,-1
284,3092.64697265625,89,-1
285,0.13019096851348877,99,-1
286,0.03335745632648468,99,69
287,0.10420452803373337,98,0
288,0.14250969886779785,97,74
289,0.1715029627084732,99,95
290,0.10149606317281723,84,0
291,1218.9815673828125,97,-1
292,0.1505938023328781,99,73
293,0.12913836538791656,99,27
294,906.9024047851562,98,-1
295,0.12652257084846497,99,50
296,4867.34716796875,98,-1
297,0.18678417801856995,95,42
298,0.04085032269358635,83,16
299,0.11177966743707657,63,0
300,0.1640082448720932,99,50
301,0.10545622557401657,99,46
302,0.18091045320034027,99,-1
303,0.09227674454450607,99,0
304,246.54051208496094,97,-1
305,3835.202880859375,99,-1
306,0.07151545584201813,99,0
307,0.13215602934360504,99,64
308,0.14622819423675537,99,72
309,773.2759399414062,93,-1
310,6475.546875,99,-1
311,0.10347512364387512,70,-1
312,1324.2440185546875,99,-1
313,0.10567163676023483,96,45
314,0.024388015270233154,98,0
315,0.0767870768904686,99,58
316,162.2530059814453,87,-1
317,0.06232542172074318,99,-1
318,0.08303069323301315,99,0
319,0.14554136991500854,97,-1
320,0.11093823611736298,0,-1
321,0.10037611424922943,79,13
322,0.17482523620128632,99,-1
323,4682.84033203125,97,-1
324,125.06148529052734,99,-1
325,944.0288696289062,97,-1
326,1322.09326171875,95,-1
327,0.14435414969921112,99,32
328,0.15729935467243195,99,-1
329,230.98223876953125,99,-1
330,1710.201416015625,98,-1
331,4425.43310546875,99,-1
332,183.09544372558594,89,-1
333,0.055595025420188904,99,21
334,154.61680603027344,96,-1
335,0.1822660118341446,99,-1
336,2629.48974609375,93,-1
337,0.12077394872903824,88,32
338,17.554616928100586,99,-1
339,0.14795157313346863,99,-1
340,0.4317288100719452,1,-1
341,0.17971980571746826,98,-1
342,1332.404296875,96,-1
343,0.10180642455816269,88,20
344,4318.708984375,93,-1
345,0.17282555997371674,99,-1
346,1.2315713167190552,97,-1
347,0.23083166778087616,98,-1
348,390.5629577636719,99,-1
349,5325.693359375,91,-1
350,0.10808803886175156,99,-1
351,353.01361083984375,99,-1
352,2206.217529296875,97,-1
353,0.13182754814624786,99,30
354,0.09921881556510925,71,34
355,0.17065808176994324,89,34
356,281.7989196777344,97,-1
357,0.16400544345378876,99,45
358,0.03308245539665222,99,43
359,3783.65478515625,97,-1
360,5.956366062164307,94,-1
361,0.00538582494482398,87,32
362,1428.0714111328125,93,-1
363,433.2642822265625,97,-1
364,413.1101989746094,99,-1
365,0.17931526899337769,99,-1
366,2.3773016929626465,99,-1
367,3607.849609375,97,-1
368,0.08863595873117447,68,61
369,0.13907836377620697,99,-1
370,0.1376425325870514,98,-1
371,0.14117304980754852,99,60
372,4241.97509765625,96,-1
373,2541.925048828125,98,-1
374,0.15617206692695618,99,-1
375,0.06905104964971542,99,28
376,0.022979414090514183,78,14
377,0.10435109585523605,99,0
378,0.17286795377731323,99,50
379,0.18885940313339233,99,87
380,0.3178253769874573,99,-1
381,72.38623046875,87,-1
382,0.14112019538879395,98,34
383,39.24845886230469,99,-1
384,0.17222367227077484,69,15
385,0.05405352637171745,99,47
386,1561.48583984375,95,-1
387,0.07669450342655182,88,11
388,2.3803467750549316,92,-1
389,712.8626098632812,98,-1
390,0.17834027111530304,99,63
391,0.17515608668327332,99,-1
392,1066.0050048828125,94,-1
393,0.09200431406497955,98,0
394,0.13420510292053223,99,49
395,117.77259826660156,93,-1
396,753.6153564453125,93,-1
397,0.1307104378938675,99,-1
398,0.10389956831932068,99,92
399,6475.728515625,97,-1
