i,costMean,costMedian
0,0.23867487907409668,0.23867185413837433
1,0.1089744120836258,0.10960616171360016
2,3321.27294921875,3330.97216796875
3,1661.00341796875,1668.3328857421875
4,1472.1173095703125,1604.9776611328125
5,33.698394775390625,34.337398529052734
6,0.19688297808170319,0.197076216340065
7,808.0345458984375,873.0645751953125
8,5562.44287109375,5544.1728515625
9,2.908709764480591,3.1424639225006104
10,3991.779541015625,4000.00634765625
11,2510.173828125,2672.1201171875
12,2118.422607421875,2011.3134765625
13,1709.9100341796875,1689.2352294921875
14,1978.2149658203125,2094.793701171875
15,304.15850830078125,266.2579650878906
16,0.2045348435640335,0.2991786301136017
17,2.95218563079834,2.959184169769287
18,0.5816670060157776,0.640775203704834
19,0.7443325519561768,0.794510543346405
20,0.70086270570755,0.7253997921943665
21,0.12525248527526855,0.1352786421775818
22,0.1198781356215477,0.12004035711288452
23,1019.7164306640625,1022.8555297851562
24,3936.06201171875,4086.365966796875
25,44.07245635986328,54.032527923583984
26,5684.6044921875,5809.51171875
27,0.5048348307609558,0.5230824947357178
28,0.9344134330749512,0.9546396136283875
29,869.64208984375,892.4024047851562
30,2165.865478515625,2304.629638671875
31,361.9702453613281,382.35479736328125
32,1884.7987060546875,1811.4613037109375
33,1.3668471574783325,1.3708356618881226
34,302.9239807128906,264.75250244140625
35,2406.093017578125,2508.576416015625
36,0.11928977817296982,0.11928994953632355
37,26.16988754272461,11.64806842803955
38,2.161733627319336,2.1617722511291504
39,0.7380264401435852,0.7737023234367371
40,0.28094246983528137,0.30134373903274536
41,4103.9453125,4264.53271484375
42,2.042997360229492,2.084007501602173
43,5227.6162109375,5356.9765625
44,0.18914605677127838,0.18931950628757477
45,0.4637503921985626,0.47483503818511963
46,0.49062731862068176,0.4977603852748871
47,0.17636512219905853,0.1766420304775238
48,0.07667266577482224,0.0800720825791359
49,0.21820476651191711,0.2182048261165619
50,0.15765231847763062,0.15795640647411346
51,1.4121716022491455,1.5294225215911865
52,7632.576171875,7632.888671875
53,0.11965381354093552,0.11965379863977432
54,0.9588155150413513,0.958456814289093
55,0.11735306680202484,0.25585076212882996
56,0.463339239358902,0.4757925570011139
57,2.166492462158203,2.1847496032714844
58,122.52454376220703,130.20152282714844
59,27.552753448486328,29.41622543334961
60,52.176490783691406,49.51575469970703
61,0.6248865723609924,0.6287692785263062
62,0.2058103382587433,0.20580998063087463
63,2.7256953716278076,2.7294085025787354
64,0.12138192355632782,0.12169065326452255
65,0.7450876235961914,0.8230377435684204
66,0.23326793313026428,0.23326793313026428
67,0.23436623811721802,0.23451194167137146
68,45.0853385925293,46.86392593383789
69,0.21558672189712524,0.21559058129787445
70,0.0836363360285759,0.08934728056192398
71,330.9620666503906,312.30792236328125
72,1.2696597576141357,1.2946537733078003
73,1411.9307861328125,1435.7022705078125
74,1.8690584897994995,1.8745131492614746
75,0.22367991507053375,1.037452220916748
76,0.31146755814552307,0.31146761775016785
77,0.19815556704998016,0.198518767952919
78,4913.44287109375,5704.8349609375
79,0.7721621990203857,0.7924377918243408
80,0.19691675901412964,0.19714245200157166
81,4493.8779296875,4481.966796875
82,236.0732421875,231.20713806152344
83,0.39146918058395386,0.39629682898521423
84,0.274714857339859,0.274797648191452
85,4119.11572265625,3864.911865234375
86,0.6913660168647766,0.6962923407554626
87,0.32219964265823364,0.3222368359565735
88,0.9536882042884827,0.9536882042884827
89,0.27844810485839844,0.2789231836795807
90,7029.5859375,7400.015625
91,139.03887939453125,71.77202606201172
92,0.09038178622722626,0.09121076762676239
93,1.891053318977356,1.895084023475647
94,0.03943634033203125,0.04373396188020706
95,251.83802795410156,256.05572509765625
96,3069.458984375,3015.813232421875
97,0.3086336851119995,0.31480392813682556
98,0.7475698590278625,0.8178947567939758
99,414.2808532714844,407.4348449707031
100,0.40440914034843445,0.40644389390945435
101,2.4127323627471924,0.8392263054847717
102,9883.56640625,9901.2900390625
103,0.4574086368083954,0.47323378920555115
104,2603.22705078125,2845.08349609375
105,557.2523803710938,473.773193359375
106,0.12070713192224503,0.1207914650440216
107,174.92431640625,160.56173706054688
108,117.46572875976562,117.07757568359375
109,0.24184739589691162,0.24187497794628143
110,0.2456042468547821,0.24570971727371216
111,0.221003919839859,0.22168467938899994
112,0.841925859451294,0.8465929627418518
113,1.0095853805541992,6.0910162925720215
114,2287.588134765625,2317.031005859375
115,0.524605929851532,0.58970707654953
116,6.323098182678223,0.1384415626525879
117,1.8677482604980469,1.8912947177886963
118,44.82512283325195,100.79080200195312
119,1.8683055639266968,1.8921996355056763
120,0.8531802296638489,0.8876646161079407
121,0.3135993778705597,0.3379873037338257
122,4350.51123046875,4607.09423828125
123,1.255693793296814,1.266644835472107
124,0.19720248878002167,0.19731880724430084
125,0.5845314264297485,0.5847618579864502
126,0.39489325881004333,0.497477263212204
127,0.23769766092300415,0.2381247729063034
128,281.73272705078125,468.2252502441406
129,1795.857421875,1792.6715087890625
130,0.16560643911361694,0.16563910245895386
131,0.4410713016986847,0.5704107284545898
132,1.9616791009902954,40.88749694824219
133,140.95021057128906,135.03732299804688
134,0.28720080852508545,0.2901405692100525
135,1869.115234375,1921.84912109375
136,2566.026123046875,2594.339111328125
137,0.1163356825709343,0.11644940823316574
138,3356.65380859375,3385.208984375
139,290.2340087890625,206.63671875
140,0.12016550451517105,0.12023426592350006
141,5680.943359375,5665.775390625
142,1.394373893737793,1.4378780126571655
143,0.12652619183063507,0.11661532521247864
144,0.1362515687942505,0.13663017749786377
145,0.4943663775920868,0.4952089488506317
146,2.036228895187378,2.036393880844116
147,0.121069997549057,0.12229695171117783
148,0.11922033131122589,0.11903460323810577
149,0.5002149343490601,0.5100963115692139
150,2.1010594367980957,1.1189045906066895
151,2252.67724609375,2289.19287109375
152,0.18102753162384033,0.19600167870521545
153,0.7452785968780518,0.7667282223701477
154,0.8398839235305786,0.7901579737663269
155,0.10496397316455841,0.10847215354442596
156,3345.621337890625,3545.695556640625
157,0.238497793674469,0.24169810116291046
158,1.346846342086792,1.346860647201538
159,0.24025723338127136,0.24026954174041748
160,4937.06298828125,4988.58154296875
161,0.16586725413799286,0.17197953164577484
162,2.0195744037628174,0.1768053025007248
163,767.1307373046875,765.4660034179688
164,1200.1630859375,1295.8192138671875
165,2096.486572265625,2265.064208984375
166,0.3627276122570038,0.41401928663253784
167,0.2360800802707672,0.23608000576496124
168,4106.17919921875,4163.591796875
169,0.1617140769958496,0.1617245227098465
170,0.5262827277183533,0.530609130859375
171,4334.10400390625,4314.45361328125
172,54.506893157958984,36.313934326171875
173,23.155921936035156,38.65056610107422
174,0.11393632739782333,0.11430516093969345
175,0.08041420578956604,0.08183430880308151
176,4973.12939453125,4978.9404296875
177,0.21208979189395905,1.0490459203720093
178,0.26619744300842285,0.2661994397640228
179,0.3532174527645111,0.35348427295684814
180,0.11761050671339035,0.1176951602101326
181,0.4140288233757019,0.939207911491394
182,0.12000134587287903,0.12038463354110718
183,3711.79296875,4045.033203125
184,0.20902079343795776,0.20932775735855103
185,0.27573782205581665,0.27623072266578674
186,89.69000244140625,155.4412384033203
187,2.9680335521698,1.439806342124939
188,0.09099826216697693,0.09708388894796371
189,13.015984535217285,15.949424743652344
190,0.2543371319770813,0.25481337308883667
191,2214.70947265625,2473.375244140625
192,1381.2183837890625,1139.0684814453125
193,0.09567708522081375,0.10951227694749832
194,16545.40625,17345.7890625
195,2.0248310565948486,2.0362799167633057
196,0.21746458113193512,0.21912451088428497
197,1.3485405445098877,1.5038237571716309
198,0.1143495962023735,0.11697143316268921
199,0.11924391239881516,0.11990484595298767
200,877.5921020507812,940.881591796875
201,302.5978698730469,307.1013488769531
202,0.19720426201820374,0.19759419560432434
203,0.11380515992641449,0.1139790341258049
204,1.120742678642273,1.447803258895874
205,2.9153380393981934,2.9153807163238525
206,3291.415283203125,3289.495849609375
207,1.3791379928588867,1.423209309577942
208,0.24388045072555542,0.24447833001613617
209,2.049480676651001,2.1528167724609375
210,0.11360107362270355,0.1158510372042656
211,0.38755205273628235,0.45211276412010193
212,235.875,167.9036102294922
213,1.7473968267440796,1.7540016174316406
214,2.0195930004119873,2.019771099090576
215,2959.27685546875,3135.671142578125
216,887.5278930664062,862.2796630859375
217,0.1490245908498764,0.14923252165317535
218,0.8808895349502563,0.7766592502593994
219,0.5962411761283875,0.6908244490623474
220,285.2314453125,327.75689697265625
221,0.2182789146900177,0.2182789146900177
222,0.3352509140968323,0.3620678186416626
223,1.3101450204849243,1.3146281242370605
224,0.3663446307182312,0.40887364745140076
225,0.1637803614139557,0.16391606628894806
226,1.3751866817474365,46.899356842041016
227,1.3819986581802368,1.4160051345825195
228,1350.4146728515625,1276.9315185546875
229,1.3675545454025269,1.3740335702896118
230,5572.33349609375,5956.62939453125
231,0.8931570649147034,0.9101964831352234
232,1.332047700881958,1.4344453811645508
233,0.1214105635881424,0.12143366783857346
234,1609.4588623046875,1620.4383544921875
235,1.4889585971832275,1.559560775756836
236,0.21403613686561584,0.217206209897995
237,863.2852783203125,747.783447265625
238,0.7437902092933655,0.7649791836738586
239,6212.13720703125,5941.1259765625
240,2925.30712890625,4409.142578125
241,4.151679992675781,4.295003890991211
242,8320.521484375,8373.7841796875
243,3807.87548828125,3849.95166015625
244,0.30880221724510193,0.31006863713264465
245,6619.25146484375,6947.1513671875
246,410.87286376953125,411.7705078125
247,0.4844527244567871,0.485015332698822
248,324.9053649902344,309.1475830078125
249,0.20996783673763275,0.20998050272464752
250,1673.6871337890625,2724.990234375
251,658.0911865234375,671.6839599609375
252,2.0347092151641846,2.0858664512634277
253,0.6925851702690125,0.7052048444747925
254,3435.30126953125,3450.628173828125
255,3.412686586380005,2.883693218231201
256,885.8502807617188,1125.1622314453125
257,2416.71630859375,2434.12158203125
258,3680.627197265625,3800.533447265625
259,970.3941650390625,872.3403930664062
260,0.8281849026679993,0.8986011147499084
261,9.924241065979004,6.792496204376221
262,1141.4310302734375,1209.7935791015625
263,0.0922144278883934,0.09687680006027222
264,3.062108039855957,3.0667574405670166
265,0.877459704875946,0.9156093597412109
266,4173.6181640625,4298.2265625
267,0.18692317605018616,0.1883433610200882
268,88.69775390625,83.24243927001953
269,161.43748474121094,173.61219787597656
270,0.3182309865951538,0.3185409605503082
271,8150.220703125,8086.72998046875
272,7287.0634765625,7491.373046875
273,46.283447265625,2.5767316818237305
274,0.10814549773931503,0.10824167728424072
275,5825.4853515625,5952.1357421875
276,1.1173207759857178,1.1194976568222046
277,0.09981081634759903,0.10212954133749008
278,0.5697645545005798,0.5781086683273315
279,6249.18359375,6417.75
280,0.053710900247097015,0.053719036281108856
281,0.3187465965747833,0.3187662363052368
282,0.39560073614120483,0.3956013321876526
283,0.5272738337516785,0.5407729744911194
284,4033.64306640625,4162.12109375
285,2.886887311935425,5.057955265045166
286,0.1371835321187973,0.1526898592710495
287,0.11905209720134735,0.12020085752010345
288,0.24325302243232727,0.24329954385757446
289,0.23465782403945923,0.2538077235221863
290,0.10726655274629593,0.11004538089036942
291,3969.64990234375,3654.315185546875
292,0.2097678780555725,0.21037308871746063
293,2.2065045833587646,2.212265968322754
294,1190.94677734375,1083.959716796875
295,0.23417316377162933,0.234172984957695
296,5826.29736328125,5846.70654296875
297,0.6161946058273315,0.6162223219871521
298,0.10991185903549194,0.1099402904510498
299,0.11472796648740768,0.11598886549472809
300,1.4402402639389038,1.452736496925354
301,0.10867113620042801,0.10884552448987961
302,0.20320290327072144,0.2033536732196808
303,0.1178518608212471,0.11819741129875183
304,692.1788940429688,714.9379272460938
305,4565.8193359375,4585.18896484375
306,2.731377124786377,2.731381893157959
307,0.38335490226745605,0.3836531341075897
308,0.7565670609474182,0.7648326754570007
309,1442.46826171875,1277.930908203125
310,7757.05712890625,8024.7001953125
311,0.10935855656862259,0.10945010185241699
312,1675.239501953125,2178.967041015625
313,0.8430822491645813,0.8583042621612549
314,0.6074965000152588,0.6074965000152588
315,0.4753747880458832,0.47534695267677307
316,234.33131408691406,240.1868896484375
317,0.11842759698629379,0.24668696522712708
318,0.13139362633228302,0.1315489560365677
319,2.185044288635254,1.6772326231002808
320,0.11764030903577805,0.11812558025121689
321,0.830119788646698,0.8303815722465515
322,7.953948497772217,0.595777153968811
323,5321.189453125,5319.95849609375
324,301.8779296875,612.3525390625
325,1551.906494140625,1776.3570556640625
326,2345.46142578125,2463.218505859375
327,1.223268747329712,1.2443667650222778
328,0.3082948923110962,0.3340551257133484
329,303.3300476074219,339.27813720703125
330,2999.6513671875,3010.93212890625
331,5212.59228515625,5298.724609375
332,245.08006286621094,298.0444030761719
333,2.3953003883361816,2.4355692863464355
334,710.86767578125,688.2965087890625
335,0.30756449699401855,0.3114364743232727
336,5398.5703125,5529.61376953125
337,0.8262935876846313,0.8433396220207214
338,22.814655303955078,22.316011428833008
339,1.1792806386947632,0.3706231713294983
340,0.47448548674583435,0.47733765840530396
341,0.5037179589271545,0.5142841339111328
342,1704.0289306640625,1666.1685791015625
343,0.42603349685668945,0.4280715584754944
344,4929.83251953125,4971.47802734375
345,0.6171772480010986,0.6255344152450562
346,42.362056732177734,30.393321990966797
347,59.063926696777344,86.15859985351562
348,747.29150390625,773.9625244140625
349,6090.25341796875,6194.767578125
350,0.11121983826160431,0.11125871539115906
351,484.9844970703125,435.9357604980469
352,2571.21630859375,2575.2880859375
353,0.46060413122177124,0.46317973732948303
354,0.12535637617111206,0.126423642039299
355,0.37898656725883484,0.37911421060562134
356,934.78076171875,958.7240600585938
357,1.129361867904663,1.137380599975586
358,0.10936659574508667,0.1094573438167572
359,4668.533203125,4686.84521484375
360,30.42031478881836,30.896713256835938
361,0.6828817129135132,0.6857253909111023
362,3318.98681640625,3437.291748046875
363,662.0706176757812,696.2982788085938
364,792.3107299804688,868.0621948242188
365,0.28744080662727356,0.2879053056240082
366,53.683284759521484,38.190738677978516
367,5638.08544921875,5650.01220703125
368,0.10504527390003204,0.10852711647748947
369,0.46034005284309387,0.4632044732570648
370,0.16817647218704224,0.16834691166877747
371,0.32753899693489075,0.3321269154548645
372,6028.33203125,6504.7041015625
373,3795.915771484375,4858.27880859375
374,0.5354889035224915,0.5576493144035339
375,5.768115043640137,5.80902099609375
376,4.31712532043457,4.404356956481934
377,0.36332443356513977,0.3652525246143341
378,0.7349483966827393,0.7349488139152527
379,0.27611351013183594,0.27616363763809204
380,54.19672775268555,18.389720916748047
381,213.09991455078125,141.99365234375
382,2.0568244457244873,2.115004301071167
383,46.5787353515625,47.381832122802734
384,2.1726090908050537,2.3830151557922363
385,0.7534773349761963,0.7586140036582947
386,1989.6260986328125,2063.052978515625
387,0.625444769859314,0.6428802609443665
388,9.972993850708008,8.092556953430176
389,832.3090209960938,829.3869018554688
390,0.2352612465620041,0.23527264595031738
391,26.8974552154541,6.061615467071533
392,1314.3916015625,1313.2589111328125
393,4.547055721282959,4.564846515655518
394,1.8094075918197632,1.9188592433929443
395,151.50857543945312,172.97938537597656
396,1205.38916015625,1359.5516357421875
397,0.14082884788513184,0.14086128771305084
398,0.7258685827255249,0.7461770176887512
399,7364.376953125,7457.9130859375
400,1.8976080417633057,1.9127334356307983
401,988.6510009765625,1079.352294921875
402,0.11932090669870377,0.11998914182186127
403,3.4900662899017334,3.512500286102295
404,911.4114379882812,1013.25341796875
405,2.158371686935425,2.1785943508148193
406,0.10909102112054825,0.11133193224668503
407,0.3518950045108795,0.35678741335868835
408,3918.284423828125,4279.51611328125
409,2.3582968711853027,2.39054012298584
410,0.5399650931358337,0.5445411205291748
411,0.5643148422241211,0.5804235339164734
412,5501.19970703125,5500.12255859375
413,0.4261072874069214,0.4282064735889435
414,0.1124996468424797,0.11273285746574402
415,298.72613525390625,212.96453857421875
416,4008.833251953125,4154.541015625
417,0.6307851672172546,0.6323124766349792
418,3584.256591796875,3839.44384765625
419,1.3459898233413696,8.961880683898926
420,3409.7919921875,3553.121826171875
421,0.11511324346065521,0.11511324346065521
422,7823.14111328125,7899.20458984375
423,448.0386657714844,453.2018737792969
424,865.4688110351562,863.3309936523438
425,6249.25,6413.212890625
426,2530.5693359375,2603.34423828125
427,2412.311767578125,2423.68359375
428,6164.0234375,6231.291015625
429,1806.92333984375,1671.2991943359375
430,3103.144287109375,3181.652099609375
431,6.200580596923828,6.300847053527832
432,0.07024329155683517,0.07532387226819992
433,0.11934661120176315,0.12225160747766495
434,0.1668054163455963,0.16687124967575073
435,612.8336181640625,1021.0696411132812
436,1894.13134765625,1816.539794921875
437,5026.73876953125,5228.49462890625
438,14589.62109375,14537.51953125
439,1760.299072265625,1867.1392822265625
440,5877.5498046875,6113.54541015625
441,0.24799664318561554,0.24821078777313232
442,0.28287172317504883,0.2828850746154785
443,1398.974609375,1279.898193359375
444,3749.2216796875,3904.12890625
445,0.11524013429880142,0.11525087803602219
446,0.2593553364276886,0.2612530589103699
447,0.11591146886348724,0.11594460904598236
448,323.6057434082031,329.8880310058594
449,0.3587787449359894,0.38040691614151
450,2.8817086219787598,2.891911506652832
451,1.96123206615448,0.5757050514221191
452,0.2084224671125412,0.3236563801765442
453,64.5712661743164,56.83348083496094
454,0.017766186967492104,0.01871705800294876
455,20.846515655517578,0.1411815881729126
456,6522.91064453125,6930.80908203125
457,0.16681122779846191,0.16681122779846191
458,0.40284591913223267,0.40566906332969666
459,1.0276175737380981,1.0279978513717651
460,4728.2236328125,4763.130859375
461,3066.49755859375,3083.387451171875
462,10938.3642578125,10965.0419921875
463,0.12144370377063751,0.12207590788602829
464,1876.3988037109375,1780.55419921875
465,1.5096184015274048,1.6482146978378296
466,43.77016830444336,53.00650405883789
467,4.5927863121032715,3.1559555530548096
468,2.6524436473846436,2.6524455547332764
469,0.16720880568027496,0.16746659576892853
470,269.1729736328125,278.92919921875
471,1.3042794466018677,1.2908573150634766
472,0.2631218433380127,0.2632954716682434
473,10.441802978515625,53.22422409057617
474,2038.0789794921875,2475.46484375
475,2578.385498046875,2748.187744140625
476,0.715507984161377,0.7209649085998535
477,1275.5972900390625,1444.2921142578125
478,2645.837890625,2740.232421875
479,0.07633636146783829,0.08200369030237198
480,1.2592812776565552,7.366925239562988
481,10963.158203125,10746.701171875
482,1446.8919677734375,1351.486083984375
483,14.752928733825684,25.168485641479492
484,1128.2490234375,1170.625244140625
485,0.31918877363204956,0.3248496949672699
486,1.8847391605377197,1.889039158821106
487,0.1524009257555008,0.17496620118618011
488,0.11964409053325653,0.11977062374353409
489,361.1128845214844,365.13909912109375
490,11.563240051269531,10.990894317626953
491,0.23581767082214355,0.2358212023973465
492,0.1972668617963791,0.19742164015769958
493,0.2245309054851532,0.22457446157932281
494,0.8249390125274658,0.8263475894927979
495,189.0350341796875,206.0914306640625
496,2512.626708984375,2247.071533203125
497,0.29210755228996277,0.29466986656188965
498,0.20802165567874908,0.20810845494270325
499,267.85089111328125,219.9592742919922
500,70.8646011352539,69.06055450439453
501,1.4325957298278809,1.1346960067749023
502,355.01104736328125,308.4516906738281
503,31.21367835998535,36.62123107910156
504,2.9931013584136963,2.993102788925171
505,791.274658203125,771.1533203125
506,1512.3876953125,1762.28759765625
507,2722.92919921875,2543.6904296875
508,2384.108154296875,2718.165771484375
509,0.11350357532501221,0.11923747509717941
510,353.78765869140625,363.4042663574219
511,237.1767120361328,231.0825958251953
512,0.09388993680477142,0.09389033913612366
513,0.5844323635101318,0.5884890556335449
514,0.8808506727218628,0.9498359560966492
515,0.11511322110891342,0.11511322110891342
516,5146.43701171875,5432.23193359375
517,2429.291015625,2784.759521484375
518,3096.7060546875,2851.815185546875
519,1.0360997915267944,9.01619815826416
520,0.19872209429740906,0.19878505170345306
521,0.20238259434700012,0.2076740264892578
522,204.68202209472656,263.9733581542969
523,0.23506002128124237,0.23505963385105133
524,5231.90380859375,5069.572265625
525,0.22839906811714172,0.22851966321468353
526,0.2096584439277649,0.20616865158081055
527,1937.12255859375,2519.512451171875
528,0.11802114546298981,0.11803486943244934
529,0.36455076932907104,0.36968374252319336
530,18.92253875732422,20.435039520263672
531,0.22306883335113525,0.2230692207813263
532,0.18742665648460388,0.18953590095043182
533,2107.868408203125,2127.165283203125
534,0.12011022120714188,0.12069238722324371
535,7796.23828125,8037.4697265625
536,2.8228588104248047,2.8368241786956787
537,5708.18505859375,5542.701171875
538,0.11825516074895859,0.11828272044658661
539,5719.513671875,5894.6669921875
540,1.06846284866333,1.085348129272461
541,0.9020687937736511,0.9319554567337036
542,871.9403076171875,811.4043579101562
543,14038.087890625,13291.4931640625
544,2231.66259765625,2279.477294921875
545,0.18306122720241547,0.1830943524837494
546,3687.035400390625,3835.88232421875
547,2272.29833984375,2059.886474609375
548,0.11996106803417206,0.11998689919710159
549,203.68728637695312,220.88653564453125
550,101.65872192382812,100.9680404663086
551,2.442533254623413,2.442582845687866
552,1.9702712297439575,2.166682720184326
553,0.2041119486093521,0.20484332740306854
554,4662.76953125,4748.326171875
555,275.669921875,183.72805786132812
556,6774.8330078125,6806.52099609375
557,0.11861678957939148,0.11863361299037933
558,2.131071090698242,2.191645860671997
559,0.2839047610759735,0.28411778807640076
560,0.8180663585662842,0.8224406242370605
561,60.51951217651367,57.76152801513672
562,104.42672729492188,93.42269134521484
563,0.563223123550415,0.5674475431442261
564,5603.85595703125,5662.1884765625
565,2.0407588481903076,2.0462381839752197
566,0.30917710065841675,0.3093056082725525
567,0.14400017261505127,0.14425557851791382
568,764.9063720703125,769.1605834960938
569,1484.7366943359375,1487.0628662109375
570,2082.349853515625,2070.944580078125
571,74.20840454101562,163.9035186767578
572,4.052104949951172,4.053431034088135
573,73.70703125,62.551761627197266
574,11273.2734375,11001.552734375
575,8.551502227783203,0.09687688201665878
576,3103.46533203125,3172.368408203125
577,4475.6533203125,4175.43212890625
578,81.96609497070312,76.61428833007812
579,4385.37939453125,4469.9716796875
580,1402.03076171875,1372.8555908203125
581,1.0927021503448486,1.1030439138412476
582,0.11609731614589691,0.11656591296195984
583,0.8856759071350098,0.9527003765106201
584,292.8246154785156,306.6562194824219
585,43.00392150878906,444.8540344238281
586,0.7767367959022522,0.7973895072937012
587,0.11517002433538437,0.1155899316072464
588,2.108304023742676,2.1083123683929443
589,2.2403197288513184,2.241021156311035
590,3795.45751953125,3823.5947265625
591,9992.7587890625,10073.86328125
592,5.349316120147705,5.3493194580078125
593,0.2169060856103897,0.21862345933914185
594,299.83447265625,421.089599609375
595,6.494456768035889,6.633919715881348
596,0.19127225875854492,0.19162729382514954
597,0.1838354468345642,0.18435588479042053
598,7.629013538360596,39.92924118041992
599,2.3713150024414062,2.682939052581787
600,7986.19580078125,7960.52685546875
601,0.48252880573272705,0.525378406047821
602,0.11861740797758102,0.11862359195947647
603,6780.08837890625,7294.11376953125
604,0.8835155367851257,0.8858550190925598
605,3781.985595703125,3968.813720703125
606,0.23793379962444305,0.23794503509998322
607,0.8163774013519287,0.8228880763053894
608,290.62738037109375,297.3553161621094
609,197.751953125,205.0761260986328
610,6.018030643463135,6.020216464996338
611,0.11949402838945389,0.11984364688396454
612,3748.402587890625,3930.54248046875
613,1839.8555908203125,1837.02880859375
614,2674.58154296875,2849.68994140625
615,969.867431640625,950.3801879882812
616,0.7012882232666016,0.7076799273490906
617,0.9229349493980408,1.015317440032959
618,536.4420776367188,529.7921752929688
619,1198.2288818359375,1260.1337890625
620,3119.104248046875,3064.201904296875
621,865.1595458984375,812.7977905273438
622,1.2131003141403198,1.2513707876205444
623,5088.865234375,5129.44384765625
624,0.11500953137874603,0.11682874709367752
625,2.3316681385040283,2.3317089080810547
626,273.3880615234375,258.5487976074219
627,4430.12744140625,4327.046875
628,1386.9322509765625,1385.3087158203125
629,81.19569396972656,15.744158744812012
630,0.12077721953392029,0.12128695100545883
631,1.0401766300201416,2.317683696746826
632,3.7106122970581055,3.7194197177886963
633,362.4521484375,395.30145263671875
634,0.11778770387172699,0.11875005811452866
635,584.2780151367188,678.6083374023438
636,0.41930079460144043,0.43458840250968933
637,1548.5283203125,1617.601318359375
638,0.23111534118652344,0.23112697899341583
639,0.11251252889633179,0.11445070058107376
