i,costZeroBoundary,costArrayBoundary
307,4.118637561798096,33.75521469116211
308,0.8523790836334229,0.21005308628082275
309,57526.8515625,13515.75390625
310,107784.6640625,39052.71484375
311,13.542289733886719,0.13516627252101898
312,54928.1953125,10482.435546875
313,310.72589111328125,0.16622723639011383
314,357114.6875,0.02883066050708294
315,14864.8896484375,0.14226192235946655
316,2398.01513671875,2596.720458984375
317,0.13658544421195984,23.923547744750977
318,2929.9765625,0.0862027183175087
319,0.17714086174964905,169.0970001220703
320,97012.03125,0.11093823611736298
321,5.327724456787109,0.14331576228141785
322,310.1062927246094,970.1407470703125
323,12845.5849609375,20903.7578125
324,936.61474609375,2049.034912109375
325,22466.71875,9624.150390625
326,8823.001953125,5407.080078125
327,4985.50048828125,4.213628768920898
328,0.3340551257133484,0.15946635603904724
329,22045.314453125,2326.59326171875
330,35668.62109375,23773.84765625
331,5429.19384765625,23972.369140625
332,15895.14453125,1988.5601806640625
333,9.732943534851074,0.12107453495264053
334,258261.78125,4371.21142578125
335,0.4167286455631256,451.51416015625
336,4615.8583984375,33135.18359375
337,6.026553153991699,0.3008430302143097
338,728.0748901367188,1052.490234375
339,0.26330214738845825,599.7979125976562
340,3.5742266178131104,29.22169303894043
341,1.1474566459655762,0.19767621159553528
342,22505.23828125,11543.779296875
343,7.660297393798828,0.1413179636001587
344,26470.197265625,22357.642578125
345,4492.3466796875,0.18664182722568512
346,5.988675117492676,892.59375
347,0.3145897090435028,426.13165283203125
348,1655.268798828125,4507.39697265625
349,36263.51171875,36445.2265625
350,111.33385467529297,0.17292967438697815
351,81647.4453125,4497.9990234375
352,4736.42236328125,12691.49609375
353,33.558067321777344,0.17289437353610992
354,9071.4287109375,0.12278953939676285
355,0.9187467098236084,0.25006431341171265
356,5960.126953125,5103.96044921875
357,1.2489668130874634,0.21192310750484467
358,3411.01025390625,0.07565758377313614
359,13048.392578125,33883.8828125
360,65126.7734375,570.178466796875
361,0.7850680351257324,0.015806853771209717
362,44234.015625,21018.25390625
363,22385.703125,4571.37451171875
364,1830.5712890625,3223.82177734375
365,140.57354736328125,0.20973564684391022
366,74.32994079589844,347.56182861328125
367,11087.48046875,36072.2734375
368,0.3208276629447937,0.12268777191638947
369,0.7021148800849915,0.192818284034729
370,0.1832152158021927,390.1769104003906
371,4020.548095703125,0.15523439645767212
372,381379.3125,34258.53125
373,17670.92578125,25994.5
374,139.4949951171875,56.9575309753418
375,12.541986465454102,0.11920905858278275
376,4.941151142120361,0.10542649775743484
377,7015.05224609375,0.12387935072183609
378,1.1671158075332642,0.30443045496940613
379,21.358455657958984,18.392799377441406
380,296.38067626953125,123.59282684326172
381,716.4363403320312,2219.6572265625
382,2.994483470916748,0.2619903087615967
383,61.29719161987305,753.3790893554688
384,5.205061912536621,0.475222647190094
385,208.1707305908203,0.2576434016227722
386,8743.9599609375,14402.884765625
387,39151.6328125,4.002420425415039
388,5.691418170928955,946.9815673828125
389,2513.618408203125,3802.43701171875
390,1.190528154373169,0.22290456295013428
391,67.9822998046875,414.69183349609375
392,182476.140625,10525.53125
393,727.86572265625,0.11484186351299286
394,4.714352130889893,0.22489836812019348
395,418.6534423828125,2109.87353515625
396,100994.5546875,6260.552734375
397,23432.37109375,184.15199279785156
398,84487.0234375,890.7285766601562
399,44725.32421875,27952.35546875
400,2.5744805335998535,0.3816613256931305
401,3753.896240234375,9750.6298828125
402,99269.046875,0.11597857624292374
403,15.359662055969238,0.09368893504142761
404,49030.32421875,6470.24462890625
405,3.378530979156494,0.5038292407989502
406,49.60769271850586,0.11172845959663391
407,1967.490966796875,0.21404962241649628
408,14597.001953125,25163.458984375
409,5.897700786590576,2.068808078765869
410,0.6738781332969666,28.374916076660156
411,9014.90234375,316.5319519042969
412,11142.6943359375,17231.06640625
413,364.3002624511719,0.20526960492134094
414,19611.779296875,0.0982462614774704
415,186935.015625,268.1558837890625
416,346718.875,26937.39453125
417,1482.3741455078125,234.5869140625
418,13218.08984375,23668.732421875
419,10333.3427734375,128.43136596679688
420,11117.29296875,21359.720703125
421,10517.0869140625,0.06292571127414703
422,11037.79296875,38468.46875
423,914.0225830078125,5075.06396484375
424,1355.4266357421875,4006.591796875
425,19188.845703125,29240.076171875
426,9050.2587890625,17120.978515625
427,4901.19677734375,10935.6337890625
428,47459.75390625,33743.55859375
429,5085.44775390625,13312.6904296875
430,12972.85546875,24199.82421875
431,9.70523452758789,0.22064797580242157
432,275119.4375,0.009835663251578808
433,0.35336020588874817,0.11494019627571106
434,57549.3671875,258.884521484375
435,11621.294921875,2839.591796875
436,4934.98291015625,9511.517578125
437,375013.28125,33320.51171875
438,70462.0234375,43902.83203125
439,18519.53125,11742.7646484375
440,14683.857421875,29462.220703125
441,0.35890907049179077,0.19466768205165863
442,0.34998205304145813,412.30181884765625
443,301506.75,13409.55859375
444,14435.6796875,22385.681640625
445,14354.01953125,0.13400550186634064
446,167705.859375,0.17690353095531464
447,0.3403247892856598,0.12369128316640854
448,665.6921997070312,2881.994384765625
449,2.9252703189849854,0.04898877069354057
450,3227.328857421875,0.34925881028175354
451,1.3426642417907715,1559.4404296875
452,6.543549060821533,508.9425048828125
453,29001.76171875,1213.2496337890625
454,807.6198120117188,0.011122796684503555
455,10475.4345703125,0.11085515469312668
456,26120.275390625,41963.94140625
457,2096.94677734375,0.20106631517410278
458,1.039168119430542,0.20768286287784576
459,78476.359375,0.16717590391635895
460,4993.81005859375,24079.068359375
461,71224.3125,19109.890625
462,24947.673828125,37779.68359375
463,2845.220703125,0.1175728365778923
464,22764.2265625,10214.166015625
465,598.6133422851562,0.1677425652742386
466,171.5666046142578,102.07562255859375
467,3604.319580078125,308.675537109375
468,2604.7138671875,5.832198143005371
469,2872.319091796875,748.721435546875
470,291.1944885253906,1316.414794921875
471,776.511474609375,1778.7484130859375
472,0.5897680521011353,0.26482900977134705
473,16.51209259033203,85.4483413696289
474,4460.208984375,9982.4990234375
475,6176.45947265625,13498.1943359375
476,2.3003289699554443,0.10745850205421448
477,1241.76708984375,4740.00048828125
478,2876.819091796875,24567.998046875
479,1794.4639892578125,0.013137686997652054
480,984.9220581054688,0.20485274493694305
481,28953.134765625,43477.3515625
482,111945.2421875,10340.5947265625
483,106123.875,390.16845703125
484,9952.0859375,4101.51123046875
485,97.00330352783203,0.14387045800685883
486,88.6243667602539,1.2709850072860718
487,227.68460083007812,0.0871019959449768
488,100100.9296875,0.1259867399930954
489,85912.59375,2275.159423828125
490,0.3895314633846283,226.0491485595703
491,33.21233367919922,0.18663878738880157
492,6757.43505859375,0.17126967012882233
493,0.3425593078136444,0.367104172706604
494,30531.275390625,0.07563841342926025
495,78051.046875,845.9553833007812
496,15040.0927734375,14732.384765625
497,0.5327845811843872,0.21015505492687225
498,82876.21875,0.12264195829629898
499,37102.7734375,2602.57470703125
500,28723.279296875,323.2663269042969
501,270.8278503417969,665.9309692382812
502,13704.2685546875,3288.284912109375
503,186.52145385742188,282.83880615234375
504,5.334761142730713,0.6433898210525513
505,1713.1064453125,4563.58935546875
506,186377.25,8442.7421875
507,7462.53125,14157.2919921875
508,5981.33154296875,14512.5087890625
509,48864.6796875,0.12859509885311127
510,1025.7576904296875,5413.05224609375
511,272.86309814453125,2301.659423828125
512,1434.127685546875,0.10098664462566376
513,927.5708618164062,0.17859292030334473
514,1.4447559118270874,12.586638450622559
515,66.45657348632812,0.07924506813287735
516,53319.4765625,38628.5625
517,2620.3369140625,18416.890625
518,227247.6875,24654.59765625
519,298647.3125,363.7004089355469
520,32241.078125,0.18095020949840546
521,1185.033447265625,134.20298767089844
522,663.1607055664062,2652.24755859375
523,4.773369789123535,0.39252370595932007
524,23469.701171875,22578.505859375
525,1.1632394790649414,0.17995759844779968
526,14997.705078125,141.5704803466797
527,4095.80859375,5539.998046875
528,75.98168182373047,0.1487780064344406
529,14.696675300598145,0.8960118889808655
530,27.0717830657959,702.4572143554688
531,1.0905555486679077,0.19101257622241974
532,0.8768408298492432,0.2295619249343872
533,2774.078369140625,11893.4921875
534,1.1490156650543213,0.12304547429084778
535,17316.94921875,42820.35546875
536,14.96694564819336,0.008560162968933582
537,6503.29345703125,36543.890625
538,0.35400545597076416,0.11427180469036102
539,25906.59765625,32690.22265625
540,5.038981914520264,0.47002848982810974
541,1139.1832275390625,25.88907241821289
542,432.6629333496094,9764.080078125
543,30048.396484375,36378.00390625
544,10605.6767578125,14483.37890625
545,629.4755859375,0.2043021023273468
546,20141.890625,30096.279296875
547,7187.5634765625,14344.2587890625
548,56076.44921875,0.08507278561592102
549,294.14581298828125,819.9698486328125
550,134297.515625,767.9591064453125
551,9020.326171875,0.5319902896881104
552,1521.9486083984375,0.35088038444519043
553,1.5003514289855957,0.2164125293493271
554,21117.935546875,29033.00390625
555,10590.2294921875,2328.234130859375
556,367720.875,34300.7578125
557,3.1869587898254395,0.11125358194112778
558,505.28802490234375,0.28686773777008057
559,0.6626027822494507,0.2280312478542328
560,4.012363910675049,0.055605318397283554
561,118.42357635498047,301.2411193847656
562,222609.78125,464.9245910644531
563,0.7702479362487793,0.017354290932416916
564,11600.109375,27757.66796875
565,5.211627960205078,0.1377468705177307
566,12879.326171875,0.07894712686538696
567,24339.5234375,649.9600830078125
568,1947.81298828125,4888.642578125
569,21790.880859375,9188.3916015625
570,12685.2138671875,15044.8408203125
571,0.6225272417068481,266.2357482910156
572,7.8368964195251465,0.18739479780197144
573,3867.781494140625,560.638916015625
574,53899.22265625,38672.3046875
575,279.15643310546875,0.09944933652877808
576,318659.78125,24490.29296875
577,244726.0625,26433.810546875
578,12.12332534790039,1072.10302734375
579,21299.19140625,24066.31640625
580,13561.8583984375,13535.755859375
581,1.1346940994262695,4.047613143920898
582,0.3410302698612213,0.11543393135070801
583,8286.904296875,220.33181762695312
584,727.84716796875,2896.92919921875
585,0.35116901993751526,0.14202430844306946
586,3.196816921234131,0.22583837807178497
587,0.357168972492218,0.16984345018863678
588,9795.6259765625,0.36094948649406433
589,3.3317105770111084,0.4543796181678772
590,10699.537109375,25475.96484375
591,48217.71484375,37252.0390625
592,154.94952392578125,0.190388485789299
593,1.3880841732025146,0.09744030237197876
594,1.2432619333267212,0.5109032392501831
595,17.17508888244629,0.152254119515419
596,0.9421597719192505,0.15624767541885376
597,25224.626953125,0.13873136043548584
598,0.1847202628850937,0.16168786585330963
599,4.527662754058838,0.7701218724250793
600,27059.935546875,42284.14453125
601,9003.4951171875,935.7147216796875
602,0.3629409968852997,0.1293817013502121
603,9842.30859375,41342.4609375
604,1.419438362121582,1.2810204029083252
605,18982.095703125,27612.267578125
606,1.1973363161087036,0.21139295399188995
607,0.9190120100975037,0.12070204317569733
608,211280.03125,1644.653076171875
609,491.13677978515625,2269.781982421875
610,7.131799221038818,0.5400483012199402
611,1354.5155029296875,0.09869102388620377
612,15057.4658203125,25186.15625
613,6214.41259765625,12822.38671875
614,141201.921875,21057.7265625
615,1074.2308349609375,5304.29150390625
616,2.3880834579467773,0.13796941936016083
617,12587.3828125,694.9960327148438
618,1102.365966796875,5850.82666015625
619,4335.7421875,9242.15625
620,13115.56640625,22465.26953125
621,4102.20703125,7827.69970703125
622,7.909657001495361,0.10746194422245026
623,149377.140625,24400.205078125
624,29.42111587524414,0.11034131795167923
625,23189.443359375,0.10678628832101822
626,546.79150390625,4624.39599609375
627,6741.54541015625,20693.4921875
628,255428.140625,6495.93798828125
629,11344.0283203125,2485.1806640625
630,67.97239685058594,0.11694294959306717
631,155432.65625,424.1380920410156
632,4221.53173828125,0.14997608959674835
633,11815.1298828125,980.3912353515625
634,92.29534912109375,0.11502747982740402
635,1254.5572509765625,2710.463623046875
636,6061.24462890625,0.0905129611492157
637,4569.5732421875,10891.294921875
638,1.1417747735977173,0.1577375829219818
639,0.3361917734146118,0.06539534777402878
640,0.34058427810668945,0.22110383212566376
641,865.4371948242188,2469.165771484375
642,386974.65625,39.23606491088867
643,0.42102980613708496,0.12939971685409546
644,0.351873517036438,0.11619339883327484
645,10409.7255859375,15827.853515625
646,184139.84375,0.10716931521892548
647,1884.3258056640625,9423.923828125
648,66381.1171875,16132.5751953125
649,1.811868667602539,0.016013555228710175
650,9296.197265625,37211.890625
651,41.775390625,0.11413269490003586
652,0.7710648775100708,0.24504058063030243
653,19153.009765625,0.19782070815563202
654,14935.279296875,23985.37109375
655,5887.12548828125,12677.4111328125
656,47562.5859375,0.2106245905160904
657,5597.5927734375,69.74982452392578
658,19997.1875,328.0025329589844
659,0.17950397729873657,0.048634909093379974
660,9617.927734375,18655.51171875
661,0.7007949948310852,65.50679779052734
662,145876.03125,21348.091796875
663,108.4332046508789,0.20964224636554718
664,0.30293649435043335,0.11402790248394012
665,73806.203125,1567.0540771484375
666,1.0941425561904907,0.2523144483566284
667,3205.40234375,5079.8232421875
668,90173.0546875,53201.40234375
669,231.71121215820312,0.218680277466774
670,221889.203125,23241.71484375
671,2142.295166015625,420.1728210449219
672,152527.0,6423.10009765625
673,127297.65625,566.1638793945312
674,6796.87353515625,14001.2373046875
675,0.35707804560661316,0.1251310557126999
676,43161.1484375,0.27653181552886963
677,100312.9609375,30596.216796875
678,6802.4892578125,32.40241622924805
679,10543.9248046875,16775.009765625
680,23721.32421875,33843.9921875
681,52167.9921875,31738.427734375
682,82.58255767822266,8.62978458404541
683,11234.6689453125,22440.517578125
684,45819.72265625,30619.509765625
685,933.0113525390625,143.48866271972656
686,52.62849044799805,372.83367919921875
687,14857.9208984375,25383.833984375
688,8415.486328125,32.26751708984375
689,0.19026151299476624,0.1054966002702713
690,177016.640625,0.2617729902267456
691,2.506040096282959,0.1405692994594574
692,147.28628540039062,0.20686976611614227
693,66341.9921875,19395.818359375
694,7667.658203125,0.8074604272842407
695,2253.469970703125,6054.5087890625
696,14526.654296875,210.42393493652344
697,3156.1611328125,6867.5341796875
698,18569.802734375,0.13248515129089355
699,0.2910189926624298,0.16761627793312073
700,4.983983039855957,0.232759028673172
701,1.9441394805908203,1.8419570922851562
702,1766.709716796875,0.13897649943828583
703,8.492119789123535,0.2625667452812195
704,2.3623979091644287,0.29545024037361145
705,1.6276319026947021,0.35686659812927246
706,7070.27197265625,4817.0283203125
707,99.3695068359375,0.15119275450706482
708,5974.296875,0.6165276765823364
709,113.458251953125,0.14378111064434052
710,24095.947265625,201.35653686523438
711,21065.390625,0.14622852206230164
712,540.2586059570312,0.014632511883974075
713,6144.865234375,12522.35546875
714,541.5042724609375,2105.07421875
715,0.9227612614631653,0.08840011805295944
716,558.50634765625,2070.144287109375
717,0.14529675245285034,326.98931884765625
718,4418.3310546875,0.21402691304683685
719,2.5467796325683594,4.1936869621276855
720,19709.107421875,164.85910034179688
721,4193.6533203125,0.1855042427778244
722,2.421189308166504,22.95065689086914
723,354887.375,4798.79638671875
724,1821.3138427734375,0.1943267583847046
725,0.47596481442451477,0.14642196893692017
726,964.807861328125,2194.496826171875
727,1376.2257080078125,0.06905504316091537
728,32.103233337402344,0.27226248383522034
729,7075.44091796875,14345.7060546875
730,49782.15234375,0.21258501708507538
731,0.18513819575309753,0.083564892411232
732,3987.314453125,953.7847900390625
733,3485.717529296875,35316.46484375
734,347418.46875,25756.92578125
735,3104.3916015625,101.02140808105469
736,0.35827213525772095,0.11758119612932205
737,0.7509785294532776,7.219900608062744
738,28706.32421875,0.10348252207040787
739,178495.71875,0.12784291803836823
740,0.3275054097175598,0.06805786490440369
741,3.3787271976470947,0.6772543787956238
742,1153.7513427734375,0.0361752025783062
743,47398.609375,0.025512538850307465
744,3928.204345703125,9429.775390625
745,20901.638671875,14090.2470703125
746,108366.65625,33044.5625
747,14.162181854248047,0.11203616857528687
748,58884.27734375,0.11675810068845749
749,0.23152495920658112,0.2287733554840088
750,2154.40283203125,0.14271090924739838
751,2.5316648483276367,10.398467063903809
752,861.5330200195312,0.14866895973682404
753,19516.18359375,29381.634765625
754,0.4689770042896271,0.09401098638772964
755,5502.564453125,0.20516528189182281
756,6218.44921875,11402.1240234375
757,25.406770706176758,0.12607744336128235
758,27.985340118408203,0.1305476874113083
759,0.169813334941864,21.527101516723633
760,338203.3125,25967.931640625
761,10.036979675292969,0.2965095639228821
762,9.372430801391602,0.047460414469242096
763,3101.5703125,0.1499565839767456
764,312.9687194824219,259.2640380859375
765,13.498940467834473,0.425232857465744
766,193172.5,274.62615966796875
767,1720.7073974609375,0.19226758182048798
768,74776.9765625,56.91069030761719
769,209703.984375,14962.2080078125
770,214.13990783691406,0.10300135612487793
771,10963.0791015625,175.05087280273438
772,32958.40625,120.57176208496094
773,5278.130859375,828.712158203125
774,6408.06640625,30819.458984375
775,15791.4306640625,0.11357413977384567
776,6853.78173828125,446.08026123046875
777,0.3584862947463989,0.1908387392759323
778,7.495152473449707,0.08458627760410309
779,149.35586547851562,0.15587864816188812
